"workorderid","description","priority","status","submit_to","proj_start_date","proj_finish_date","actual_start","actual_finish","shop","map_page","address","location","category","date_initiated","project","total_cost","comments","zone","request_ids","resolution","sr_problem_code","sr_description","sr_priority","proj_difference","actual_difference","request_id1","request_id2","request_id3","request_id4","request_id5","request_id6","request_id7","request_id8","request_id9"
369929,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-09 09:22:00","2023-11-08 09:22:00","2023-10-18 12:00:00","2023-11-03 12:00:00",C,"492Z","1660 South Blvd,  Houston,  Texas,  77006","Remove broken 18"" willow oak ",TREEMAINTENANCE,"2023-10-09 09:22:00",FY24 - Prime Trees,157.5,Invoice #148903,"7, ZONE","199009,199022","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,16,"199009","199022","","","","","","",""
369930,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-09 09:24:00","2023-10-25 12:00:00","2023-10-11 12:00:00","2023-11-08 12:00:00",D,"533Y","8500 Comal St (Sunnyside Park)",Remove one down tree in the park trail close to the Maggie and Comal st intersection. Low priority ,TREEMAINTENANCE,"2023-10-09 09:24:00",FY24 - Prime Trees,246.75,Invoice #148903,"6, ZONE","199062","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,16,28,"199062","","","","","","","",""
369931,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-09 10:05:00","2023-11-08 10:05:00","2023-10-18 12:00:00","2023-11-22 12:00:00",A,"451G","4928 CREEKMONT DR","Remove deadwood and prune for street clearance on 42"" southern red oak infront of address ",TREEMAINTENANCE,"2023-10-09 10:05:00",FY24 - Prime Trees,131.25,Invoice #149606,"3, ZONE","187421","00 - Work completed by in-house or contractor.",Tree Protection Rev,Tree Protection Review Inspection,1,30,35,"187421","","","","","","","",""
369932,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-09 10:12:00","2023-11-08 10:12:00","2023-10-18 12:00:00","2023-11-14 12:00:00",I,"535X","8707 Glencrest St, Houston, Texas, 77061",Remove one Ash tree across the street at the entrance of apt complex. ,TREEMAINTENANCE,"2023-10-09 10:12:00",FY24 - Prime Trees,435.75,Invoice #149169,"6, ZONE","199051","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,27,"199051","","","","","","","",""
369933,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-09 10:15:00","2023-10-25 12:00:00","2023-10-11 12:00:00","2023-11-14 12:00:00",I,"535X","8707 Glencrest St,  Houston,  Texas,  77061",Remove one hanging branch over the entrance of apt complex across the street. Low priority ,TREEMAINTENANCE,"2023-10-09 10:15:00",FY24 - Prime Trees,105.0,"Per contractor, work completed upon arrival. Cancel work order. See photo and emailed attached.","6, ZONE","199051","07 - Canceled. Work already completed upon arrival.",Tree Removal,Tree Removal Inspection,0,16,34,"199051","","","","","","","",""
369934,EMERGENCY DEBRIS PICK-UP,1,CLOSED,"UF, IN-HOUSE","2023-10-09 10:20:00","2023-10-10 10:20:00","2023-10-09 10:20:00","2023-10-16 07:47:00","01","535X","7900 Morley St, Houston, Texas, 77061",Pick up one tree debris across the address in front of the exit of apt complex.  Low priority ,TREEMAINTENANCE,"2023-10-09 10:20:00","",0.0,"(Copied from Service Request 199051): ""Tree is on the ground blocking street or sidewalk""","6, ZONE","199051","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,1,6,"199051","","","","","","","",""
369935,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-09 10:27:00","2023-11-08 10:27:00","2023-10-18 12:00:00","2023-12-22 12:00:00",C,"531T","5219 Queensloch Dr,  Houston,  Texas,  77096",Remove and stump grind one dying water in RoW on Manhattan side of the address. ,TREEMAINTENANCE,"2023-10-09 10:27:00",FY24 - Prime Trees,336.0,Invoice #150877,"7, ZONE","198999,199050","00 - Work completed by in-house or contractor.",Tree Protection Rev,Tree Protection Review Inspection,0,30,65,"198999","199050","","","","","","",""
369936,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-09 11:20:00","2023-10-25 12:00:00","2023-10-11 12:00:00","2023-11-04 12:00:00",H,"494N","3601 Saltus St,  Houston,  Texas,  77003",Remove two tree (one downed and other attached with that) at the intersection of Hutcheson st. Low priority ,TREEMAINTENANCE,"2023-10-09 11:20:00",FY24 - Prime Trees,404.25,Invoice #148903,"5, ZONE","199047","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,16,24,"199047","","","","","","","",""
369937,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-09 13:13:00","2023-11-08 13:13:00","2023-10-18 12:00:00","2023-11-10 12:00:00",K,"571W","7105 W Fuqua St, Missouri City, Texas, 77489","Trim the low hanging branches of one Live oak in Median on W Fuqua st, across the street of the given address 14ft above street on both sides.",TREEMAINTENANCE,"2023-10-09 13:13:00",FY24 - Prime Trees,89.25,Invoice #148949,"7, ZONE","196651","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,23,"196651","","","","","","","",""
369938,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-09 13:23:00","2023-11-08 13:23:00","2023-10-18 12:00:00","2023-11-06 12:00:00",I,"494S","4015 Dallas St,  Houston,  Texas,  77023","Trim 2 trees infront of 4015 and 4005 Dallas st for street, sidewalk and roof / wall clearance. ",TREEMAINTENANCE,"2023-10-09 13:23:00",FY24 - Prime Trees,173.25,Invoice #148903,"5, ZONE","197986","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,19,"197986","","","","","","","",""
369939,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-09 14:30:00","2023-11-08 14:30:00","2023-10-18 12:00:00","2023-11-29 12:00:00",C,"532C","2200 Sunset Blvd,  Houston,  Texas,  77005",Trim the low hanging btprancjes/Limbs of two live oaks ( one by side of address and one across the street ( by 2201) to clear the visibility of traffic signs and light at the intersection.,TREEMAINTENANCE,"2023-10-09 14:30:00",FY24 - Prime Trees,210.0,Invoice #149761,"7, ZONE","196915","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,42,"196915","","","","","","","",""
369940,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE","2023-10-10 00:48:00","2023-10-20 00:48:00","2023-10-10 00:48:00","2023-10-10 11:42:00","01","533E","6532 Almeda Rd,  Houston,  Texas,  77021 (Hermann Park - Bayou Parkland)",Remove fallen Post Oak next to the Almeda Pavillion in Bayou Parkland West. DO NOT CUT THE TRUNK INTO PIECES. Contact Fani Qano to advise before cutting. (713) 360-1462.,TREEMAINTENANCE,"2023-10-10 00:48:00","",525.0,"","7, ZONE","199130","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,3,10,0,"199130","","","","","","","",""
369941,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE","2023-10-10 01:14:00","2023-10-20 01:14:00","2023-10-10 01:14:00","2023-10-25 14:03:00","01","533E","S Braeswood Blvd & Cambridge St, Houston, Texas, 77030 (Hermann Park - Bayou Parkland)",Remove fallen Post Oak in Bayou Parkland West. Located in the Northwest quadrant at the intersection of Braeswood Blvd and Cambridge St. DO NOT CUT THE TRUNK INTO PIECES. Contact Fani Qano to advise. (713) 306-3674.,TREEMAINTENANCE,"2023-10-10 01:14:00","",0.0,"","7, ZONE","199130","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,3,10,15,"199130","","","","","","","",""
369942,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 07:03:00","2023-11-09 07:03:00","2023-10-18 12:00:00","2023-12-22 12:00:00",C,"531N","5722 Birdwood Rd,  Houston,  Texas,  77096",Remove and stump grind one willow oak with fungus and rot in RoW infront of the address.,TREEMAINTENANCE,"2023-10-10 07:03:00",FY24 - Prime Trees,336.0,Invoice #150877,"7, ZONE","197139","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,65,"197139","","","","","","","",""
369943,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 07:55:00","2023-11-09 07:55:00","2023-10-18 12:00:00","2024-02-08 12:00:00",C,"531T","5246 Wigton Dr,  Houston,  Texas,  77096",remove and stump grind one dying water oak in RoW on Manhattan side of the address.,TREEMAINTENANCE,"2023-10-10 07:55:00",FY24 - Prime Trees,630.0,Invoice #152923,"7, ZONE","197227,199811","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,113,"197227","199811","","","","","","",""
369944,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 08:18:00","2023-11-09 08:18:00","2023-10-18 12:00:00","2023-11-03 12:00:00",C,"492L","207 Detering St,  Houston,  Texas,  77007",Prune 3 drake elms for 8' away from the building ,TREEMAINTENANCE,"2023-10-10 08:18:00",FY24 - Prime Trees,220.5,Invoice #148903,"2, ZONE","199103","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,16,"199103","","","","","","","",""
369945,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 08:49:00","2023-10-25 12:00:00","2023-10-11 12:00:00","2023-11-07 12:00:00",C,"493A","Heights Blvd & E 5th St,  Houston,  Texas,  77007",Prune large broken and hanging limb above jogging trail of the Heights Blvd esplanade just north of 5th St HIGH priority ,TREEMAINTENANCE,"2023-10-10 08:49:00",FY24 - Prime Trees,105.0,Invoice #148903,"3, ZONE","199098","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,15,27,"199098","","","","","","","",""
369946,REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE","2023-10-10 09:30:00","2023-10-25 12:00:00","2023-10-11 12:00:00","2023-11-01 16:48:00","01","493K",W Dallas St & Valentine Stt (Founders Cemetery),Remove tree with broken limb resting on wall tree has large amount of rot high priority ,TREEMAINTENANCE,"2023-10-10 09:30:00","",619.5,"(Copied from Service Request 198969): ""Called caller and told them I was creating wo for emergency removal and one for removal by contractor for another declining tree in cemetery ""","2, ZONE","198969","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,15,21,"198969","","","","","","","",""
369947,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 09:34:00","2023-11-09 09:34:00","2023-10-18 12:00:00","2025-09-09 12:00:00",C,"493K",W Dallas St & Valentine St (Founders Cemetery),"Remove and stump grind declining 41"" live oak in cemetery ",TREEMAINTENANCE,"2023-10-10 09:34:00",FY26 - Prime Trees,682.5,"(Copied from Service Request 198969): ""Called caller and told them I was creating wo for emergency removal and one for removal by contractor for another declining tree in cemetery ""","2, ZONE","198969,203014,214696,225189","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,692,"198969","203014","214696","225189","","","","",""
369948,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 09:37:00","2023-11-09 09:37:00","2023-10-18 12:00:00","2023-11-29 12:00:00",K,"531Y","Doud St & Redstart St, Houston, Texas, 77035",Remove and stump grind one Ash tree with huge rot and fungus by the drive way of 10931 Doud st  (north of this intersection).,TREEMAINTENANCE,"2023-10-10 09:37:00",FY24 - Prime Trees,336.0,Invoice #149761,"7, ZONE","197051","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,42,"197051","","","","","","","",""
369949,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE","2023-10-10 09:53:00","2023-10-20 09:53:00","2023-10-10 09:53:00","2023-10-10 14:55:00","03","533E","MacGregor Dr & Cambridge St, Houston, Texas, 77030 (Hermann Park - McWilliams Dog Park)",Pickup debris pile in the McWilliams Dog Park. See photo attached.,TREEMAINTENANCE,"2023-10-10 09:53:00","",0.0,"","7, ZONE","199143","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,3,10,0,"199143","","","","","","","",""
369950,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 10:03:00","2023-11-09 10:03:00","2023-10-18 12:00:00","2023-10-31 12:00:00",A,"451S","1825 Pech Rd,  Houston,  Texas,  77055","Trim 15"" private oak for street clearance at address ",TREEMAINTENANCE,"2023-10-10 10:03:00",FY24 - Prime Trees,84.0,Invoice #148903,"3, ZONE","197515","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,13,"197515","","","","","","","",""
369951,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 10:05:00","2023-11-09 10:05:00","2023-10-18 12:00:00","2023-10-26 12:00:00",K,"531Z","4634 Redstart St,  Houston,  Texas,  77035",Trim the live by the side of the address to clear the visibility of street light.,TREEMAINTENANCE,"2023-10-10 10:05:00",FY24 - Prime Trees,94.5,Invoice #148903,"7, ZONE","197065","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,8,"197065","","","","","","","",""
369952,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 10:16:00","2023-11-09 10:16:00","2023-10-18 12:00:00","2023-10-31 12:00:00",K,"531Z","4430 Kinglet St,  Houston,  Texas,  77035",Trim the two live oaks in RoW on both sides of the street ( one in Willowwild and one in Kinglet) 14ft above street.,TREEMAINTENANCE,"2023-10-10 10:16:00",FY24 - Prime Trees,168.0,Invoice #148903,"7, ZONE","197064","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,13,"197064","","","","","","","",""
369953,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 10:23:00","2023-11-09 10:23:00","2023-10-18 12:00:00","2023-10-26 12:00:00",K,"531Z","4626 Briarbend Dr,  Houston,  Texas,  77035",Trim the private  live oaks infront of the address 14ft above street and to clear the visibility of street light. ,TREEMAINTENANCE,"2023-10-10 10:23:00",FY24 - Prime Trees,183.75,Invoice #148903,"7, ZONE","197066","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,8,"197066","","","","","","","",""
370017,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-12 14:19:00","2023-11-11 14:19:00","2023-10-18 12:00:00","2023-12-02 12:00:00",C,"493A","302 E 5th St,  Houston,  Texas,  77007","Remove and stump grind 20"" water oak next to address ",TREEMAINTENANCE,"2023-10-12 14:19:00",FY24 - Prime Trees,336.0,Invoice #149921,"3, ZONE","198042","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,45,"198042","","","","","","","",""
369954,EMERGENCY DEBRIS PICK-UP,1,CLOSED,"UF, IN-HOUSE","2023-10-10 10:33:00","2023-10-11 10:33:00","2023-10-13 12:05:00","2023-10-13 13:00:00","03","452Z","1302 Dorothy St,  Houston,  Texas,  77008",Pick up large fallen debris from live oak infront of address high priority ,TREEMAINTENANCE,"2023-10-10 10:33:00","",0.0,"(Copied from Service Request 199099): ""Emergency Debis pickup for fallen debris and a work order for street clearance ""","3, ZONE","199099","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,1,0,"199099","","","","","","","",""
369955,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 10:37:00","2023-11-09 10:37:00","2023-10-18 12:00:00","2023-10-31 12:00:00",C,"452Z","1302 Dorothy St,  Houston,  Texas,  77008","Trim 16"" live oak infront of address for street clearance ",TREEMAINTENANCE,"2023-10-10 10:37:00",FY24 - Prime Trees,84.0,Invoice #148903,"3, ZONE","199099","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,13,"199099","","","","","","","",""
369956,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 10:48:00","2023-11-09 10:48:00","2023-10-18 12:00:00","2023-10-31 12:00:00",K,"531Z","10811 Greenwillow Dr,  Houston,  Texas,  77035",Trim the branches of private  live oaks 14ft above street and clear the visibility of street light ( pole #211925). Tree not marked.,TREEMAINTENANCE,"2023-10-10 10:48:00",FY24 - Prime Trees,115.5,Invoice #148903,"7, ZONE","197061","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,13,"197061","","","","","","","",""
369957,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 10:58:00","2023-11-09 10:58:00","2023-10-18 12:00:00","2023-10-31 12:00:00",K,"531Z","4410 Creekbend Dr,  Houston,  Texas,  77035",Trim the limbs of live oak in RoW 14ft above the street and clear the visibility of street light.,TREEMAINTENANCE,"2023-10-10 10:58:00",FY24 - Prime Trees,105.0,Invoice #148903,"7, ZONE","197062","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,13,"197062","","","","","","","",""
369958,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 10:59:00","2023-11-09 10:59:00","2023-10-18 12:00:00","2023-11-14 12:00:00",C,"452V","246 W 26th St,  Houston,  Texas,  77008",Trim live oak and Hackberry infront of address for roof clearance and deadwood removal ,TREEMAINTENANCE,"2023-10-10 10:59:00",FY24 - Prime Trees,162.75,Invoice #149169,"3, ZONE","197573","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,27,"197573","","","","","","","",""
369959,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 12:19:00","2023-11-09 12:19:00","2023-10-18 12:00:00","2024-01-29 12:00:00",C,"452P","1304 Woodcrest Dr,  Houston,  Texas,  77018","Remove 35"" dead loblolly pine across from address ",TREEMAINTENANCE,"2023-10-10 12:19:00",FY24 - Prime Trees,446.25,Invoice #152069,"3, ZONE","197748","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,103,"197748","","","","","","","",""
369960,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 12:34:00","2023-11-09 12:34:00","2023-10-18 12:00:00","2023-10-25 12:00:00",D,"493X","4828 La Branch St,  Houston,  Texas,  77004","Prune deadwood from 21"" Hackberry next to neighbors fence on La branch side",TREEMAINTENANCE,"2023-10-10 12:34:00",FY24 - Prime Trees,89.25,Invoice #148316,"7, ZONE","199093","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,7,"199093","","","","","","","",""
369961,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE","2023-10-10 12:38:00","2023-10-20 12:38:00","2023-10-10 12:38:00","2023-10-28 08:57:00","05","493X","4828 La Branch St,  Houston,  Texas,  77004",Pickup 1 debris pile on Rosedale side,TREEMAINTENANCE,"2023-10-10 12:38:00","",0.0,"(Copied from Service Request 199093): ""No broken and hanging limb, one tree they asked us to prune for deadwood, told them that I would create the wo for larger Hackberry for deadwood ""","7, ZONE","199093","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,10,17,"199093","","","","","","","",""
369962,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 13:14:00","2023-11-09 13:14:00","2023-10-18 12:00:00","2023-12-05 12:00:00",C,"452G","1002 Martin St (Shepherd Park)",Remove and stump grind 1 dead pine tree at park to right of playground alonge trail,TREEMAINTENANCE,"2023-10-10 13:14:00",FY24 - Prime Trees,336.0,Invoice #150245,"3, ZONE","197608","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,48,"197608","","","","","","","",""
369963,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE","2023-10-10 13:19:00","2023-10-20 13:19:00","2023-10-13 10:00:00","2023-10-13 11:00:00","05","452G","1002 Martin St (Shepherd Park)","Remove 7"" dead pine to right of playground along trail",TREEMAINTENANCE,"2023-10-10 13:19:00","",0.0,"(Copied from Service Request 197608): ""2 dead trees written up to be removed 4-5 trees are showing some signs of major stress showing a yellow green color but are not dead yet""","3, ZONE","197608","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,10,0,"197608","","","","","","","",""
369964,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE","2023-10-10 13:20:00","2023-10-11 13:20:00","2023-10-10 13:20:00","2023-10-17 14:03:00","08","493U","2703 Chenevert St,  Houston,  Texas,  77004",Prune broken and hanging limb over sidewalk higher priority ,TREEMAINTENANCE,"2023-10-10 13:20:00","",84.0,"(Copied from Service Request 198976): ""Told caller that I saw limb and was creating wo for it to be pruned ""","2, ZONE","198976","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,1,1,7,"198976","","","","","","","",""
369965,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-10 13:31:00","2023-10-25 12:00:00","2023-10-11 12:00:00","2023-10-26 12:00:00",K,"532N","Stella Link Rd & Latma Dr,  Houston,  Texas,  77025","Remove one dead, rotten and splitted mulberry in Esplanades on south side of the intersection. Low Priority ",TREEMAINTENANCE,"2023-10-10 13:31:00",FY24 - Prime Trees,231.0,Invoice #148316,"7, ZONE","196893","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,14,15,"196893","","","","","","","",""
369966,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE","2023-10-10 20:45:00","2023-10-11 20:45:00","2023-10-10 20:45:00","2023-10-11 10:48:00","01","493E","170 Heights Blvd,  Houston,  Texas,  77007 (West End Multi-Service Center)",Remove broken and hanging limb at West End Multi-Service Center. Located right above the daycare playground at building #4.,TREEMAINTENANCE,"2023-10-10 20:45:00","",84.0,"","2, ZONE","199158","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,1,1,0,"199158","","","","","","","",""
369967,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-11 07:06:00","2023-11-10 07:06:00","2023-10-18 12:00:00","2023-12-02 12:00:00",H,"493B","Omar St & Reagan St, Houston, Texas, 77009",Remove and stump grind one Sycamore tree with hollowness and fungus on the southwest corner of intersection ( infront of 702 Omsr) near the STOP sign.,TREEMAINTENANCE,"2023-10-11 07:06:00",FY24 - Prime Trees,336.0,Invoice #149921,"3, ZONE","198246","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,45,"198246","","","","","","","",""
369968,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-11 07:43:00","2023-11-10 07:43:00","2023-10-18 12:00:00","2023-12-12 12:00:00",C,"532L","7506 Main St,  Houston,  Texas,  77030","Remove and stump grind dead 27"" oak along Main Street between Underwood Street and Morningside Drive",TREEMAINTENANCE,"2023-10-11 07:43:00",FY24 - Prime Trees,378.0,Invoice #150465,"7, ZONE","197043","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,55,"197043","","","","","","","",""
369969,REMOVAL BY IN-HOUSE,2,CLOSED,"GSM, WEST","2023-10-11 07:55:00","2023-11-10 07:55:00","2023-10-18 12:00:00","2024-01-21 12:00:00",C,"492V","3508 Mandell St,  Houston,  Texas,  77006",Remove 1 dead Bradford Pear between two driveways. Also cut the stump near electric pole/water meter to level to ground. ,TREEMAINTENANCE,"2023-10-11 07:55:00","",0.0,Completed on 01/21/2024. See email attached.,"2, ZONE","197415","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,95,"197415","","","","","","","",""
369970,TRIM BY IN-HOUSE,2,CLOSED,"GSM, EAST","2023-10-11 08:05:00","2023-11-10 08:05:00","2024-01-02 12:00:00","2024-01-08 12:00:00",B,"455G","8140 E Houston Rd,  Houston,  Texas,  77028",Remove vines from leaning tree blocking school zone signage at address ,TREEMAINTENANCE,"2023-10-11 08:05:00","",0.0,Completed on 01/08/2024. See email attached.,"4, ZONE","198824","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,6,"198824","","","","","","","",""
369971,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-11 08:31:00","2023-11-10 08:31:00","2023-10-18 12:00:00","2023-11-06 12:00:00",B,"455G","8811 Feland St (Lakewood Park - Community Center)",Please trim back the crepe mertels overlapping over Community Center and too close to flag pole.,TREEMAINTENANCE,"2023-10-11 08:31:00",FY24 - Prime Trees,823.2,Invoice #148903,"4, ZONE","198738","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,19,"198738","","","","","","","",""
369972,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-11 08:39:00","2023-10-27 12:00:00","2023-10-13 12:00:00","2024-01-19 12:00:00",E,"578U","4402 Pine Blossom Trl,  Houston,  Texas,  77059",Remove one oak tree in front of the address and grind stump. ,TREEMAINTENANCE,"2023-10-11 08:39:00",FY24 - Prime Trees,141.75,Invoice #151818.,"5, ZONE","196959","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,16,98,"196959","","","","","","","",""
369973,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-11 08:53:00","2023-11-10 08:53:00","2023-10-18 12:00:00","2025-01-02 12:00:00",G,"492Q","2206 Kirby Dr,  Houston,  Texas,  77019",Remove and stump grind one dead willow oak in Kirby RoW south of exit driveway of River oaks Elementary school. ,TREEMAINTENANCE,"2023-10-11 08:53:00",FY25 - Prime Trees,582.75,Invoice #175213.,"2, ZONE","197036,206645","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,442,"197036","206645","","","","","","",""
369974,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-11 09:17:00","2023-11-10 09:17:00","2023-10-18 12:00:00","2023-11-04 12:00:00",G,"492P","2005 Claremont Ln,  Houston,  Texas,  77019",Trim the limbs of Shumard oak in Row on San Celipe side of the address to clear the visibility of traffic light for west bound traffic on  San Felipe St and Claremont Ln. W,TREEMAINTENANCE,"2023-10-11 09:17:00",FY24 - Prime Trees,94.5,Invoice #148903,"2, ZONE","197471","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,17,"197471","","","","","","","",""
369975,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-11 09:35:00","2023-11-10 09:35:00","2023-10-18 12:00:00","2023-11-15 12:00:00",B,"455C","8603 Texas Acorn Ave,  Houston,  Texas,  77078","Trim 15"" multistem willow on side of address blocking street light and needs street clearance ",TREEMAINTENANCE,"2023-10-11 09:35:00",FY24 - Prime Trees,84.0,Invoice #149169,"4, ZONE","199025","00 - Work completed by in-house or contractor.",Tree Trim,Tree Trim Inspection,0,30,28,"199025","","","","","","","",""
369976,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR","2023-10-11 11:00:00","2023-11-10 11:00:00","2023-10-18 12:00:00","2023-11-11 12:00:00",I,"575A","7314 Evans St,  Houston,  Texas,  77061",Remove one hazardous pecan tree in front of the address. ,TREEMAINTENANCE,"2023-10-11 11:00:00",FY24 - Prime Trees,435.75,Invoice #148949,"6, ZONE","199095","00 - Work completed by in-house or contractor.",Tree Removal,Tree Removal Inspection,0,30,24,"199095","","","","","","","",""
