WorkOrderId,Description,Priority,Status,Submit To,Proj Start Date,Proj Finish Date,Actual Start,Actual Finish,Shop,Map Page,Address,Location,Category,Date Initiated,Project,Total Cost,Labor Cost,Comments,Zone,Units Accomplished,Request Ids,Resolution,SR Problem Code,SR Description,SR Priority
365933,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-04 09:24 AM,2024-01-04 09:24 AM,,2023-01-04 12:00 PM,C,492A,HEMPSTEAD RD & W 11TH ST,"34 Live Oaks - 2 1/2"" caliper ",TREEPLANTING,2023-01-04 09:24 AM,,0,0,"From Request 192616:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: 
  Comments: Please see inquiry. Please see email attached regarding site visit. Meet with Tina Shumway on Thursday, 12/29/22 at 8:30 AM to review preserved","3, ZONE",0,192616,09 - Tree Portal entry completed.,Tree Removal,Tree Removal Inspection,0
365934,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2023-01-04 09:27 AM,2023-01-14 09:27 AM,,2023-01-05 10:39 AM,03,531Q,5151 JASON ST (MEYERLAND PARK),"Remove 1 less than 10"" red oak next to baseball field fence ",TREEMAINTENANCE,2023-01-04 09:27 AM,,0,0,"From Request 190194:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-08-30T14:27:13.667-05:00 Dynamic365 Case Id : 2200571700
  Comments: Rig","7, ZONE",0,190194,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3
365935,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-04 09:33 AM,2024-01-04 09:33 AM,,2023-01-04 12:00 PM,B,455P,8250 KENTON ST,"2 Oaks - 1 1/2"" caliper ",TREEPLANTING,2023-01-04 09:33 AM,,0,0,"From Request 192624:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Please see site plan.","4, ZONE",0,192624,09 - Tree Portal entry completed.,Tree Protection Rev,Tree Protection Review Inspection,6
365936,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-04 09:57 AM,2023-02-03 09:57 AM,2023-01-04 04:42 PM,2023-02-21 12:00 PM,,257U,25840 FM 1485 RD (LAKE HOUSTON WILDERNESS PARK),"Remove 4 Pine trees at Lake Houston Wilderness Park. 2 located near building, 2 near gates/trails. Contact Lauren Hollenbeck @ (832) 395-7318 or (281) 507-5729.  ",TREEMAINTENANCE,2023-01-04 09:57 AM,FY23 - Tree Maintenance,1086,1086,INV 136639,"4, ZONE",0,192517,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3
365937,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2023-01-04 09:59 AM,2023-01-14 09:59 AM,,2023-01-05 10:17 AM,02,530V,5900 N BRAESWOOD BLVD,"Prune small broken branches from 28"" Ash next to one way sign and at Dunlap intersection ",TREEMAINTENANCE,2023-01-04 09:59 AM,,94,94,"From Request 190305:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-09-02T11:27:31.397-05:00 Dynamic365 Case Id : 2200575894
  Comments: Entered C","7, ZONE",0,190305,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3
365938,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-04 10:27 AM,2023-02-03 10:27 AM,2023-03-13 12:00 PM,2023-06-20 12:00 PM,J,530W,9338 SANFORD RD,"Remove and stump grind dead greater than 45"" ash",TREEMAINTENANCE,2023-01-04 10:27 AM,FY23 - Tree Maintenance,845,845,Invoice #142099,"7, ZONE",0,"190303,194300",00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3
365939,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-04 10:45 AM,2023-02-03 10:45 AM,2023-03-13 12:00 PM,2023-10-05 12:00 PM,K,530X,8250 CREEKBEND DR,Remove and stump grind 2 Pines at given address ,TREEMAINTENANCE,2023-01-04 10:45 AM,FY24 - Prime Trees,462,462,Invoice #147661,"7, ZONE",0,190203,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3
365940,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-04 10:55 AM,2023-07-17 10:55 AM,2023-03-13 12:00 PM,2023-08-12 12:00 PM,D,534N,"5301 RAPIDO RD, HOUSTON, TEXAS, 77033",Remove one water oak at the intersection of rapido and MLK and grind the resulting stump. ,TREEMAINTENANCE,2023-01-04 10:55 AM,FY24 - Prime Trees,582,582,Invoice #145050,"6, ZONE",0,190762,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3
365941,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-04 12:26 PM,2023-02-03 12:26 PM,2023-03-13 12:00 PM,2023-05-22 12:00 PM,K,530Z,11018 SOUTHWOLD LN,Prune 7 trees on Sandpiper between Benning and Portal for 14' over the street clearance ,TREEMAINTENANCE,2023-01-04 12:26 PM,FY23 - Tree Maintenance,603,603,Invoice #140855,"7, ZONE",0,190073,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3
365942,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2023-01-04 12:33 PM,2023-01-14 12:33 PM,,2023-01-05 09:51 AM,01,530Z,11018 SOUTHWOLD LN,"Pune 3- 5 small less than 10"" trees growing into the street Sanford and Benning on sandpipper",TREEMAINTENANCE,2023-01-04 12:33 PM,,309,309,"From Request 190073:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-08-26T13:02:07.946-05:00 Dynamic365 Case Id : 2200567476
  Comments: Tree trim","7, ZONE",0,190073,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3
365943,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2023-01-04 12:59 PM,2023-01-05 12:59 PM,,2023-01-07 01:59 PM,05,534Q,"6523 LONG DR, HOUSTON, TEXAS, 77087",Remove one downed Chinese Tallow between road and parking lot inside cullinan park.,TREEMAINTENANCE,2023-01-04 12:59 PM,,157,157,"From Request 190745:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-09-19T16:05:11.690-05:00 Dynamic365 Case Id : 2200594595
  Comments: Ent","6, ZONE",0,190745,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3
365944,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-04 02:10 PM,2024-01-04 02:10 PM,,2023-01-04 12:00 PM,,,"7600 WILCREST, HOUSTON, TX",85 Mixed Native Species 3-5 gallon,TREEPLANTING,2023-01-04 02:10 PM,,0,0,"From Request 192669:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Plan approved. Please stamp and send. Thanks.",,0,192669,09 - Tree Portal entry completed.,Tree Protection Rev,Tree Protection Review Inspection,3
365945,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-04 02:13 PM,2024-01-04 02:13 PM,,2023-01-04 12:00 PM,F,529L,7800 - 7900 BLOCK OF WILCREST DR,133 Mixed Native Species 3-5 gallon,TREEPLANTING,2023-01-04 02:13 PM,,0,0,"From Request 192475:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Please see tree planting plan. Please see inquiry. Please double check, but I think Water Oak and Chinkapin Oak are not approve","2, ZONE",0,192475,09 - Tree Portal entry completed.,Tree Protection Rev,Tree Protection Review Inspection,5
365946,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-05 07:49 AM,2024-01-05 07:49 AM,,2023-01-05 12:00 PM,B,456B,8627 VALLEY GOLD CT,"1 Oak - 1 1/2"" caliper ",TREEPLANTING,2023-01-05 07:49 AM,,0,0,"From Request 191585:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Urban Forestry has inspected the site and determined there are two existing palm trees within the right-of-way between the thre","4, ZONE",0,191585,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6
365947,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-05 08:09 AM,2023-02-04 08:09 AM,2023-03-13 12:00 PM,2023-11-06 12:00 PM,K,572S,4303 BROWNSTONE LN,"Remove and stump grind 30"" ash",TREEMAINTENANCE,2023-01-05 08:09 AM,FY24 - Prime Trees,582,582,Invoice #149606,"7, ZONE",0,"190062,195975",00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3
365948,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-05 08:13 AM,2024-01-05 08:13 AM,,2023-01-05 12:00 PM,I,456T,5006 WYNNEWOOD ST,"2 Oaks - 1 1/2"" caliper",TREEPLANTING,2023-01-05 08:13 AM,,0,0,"From Request 192439:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Please see site plan. 12"", 11"", 13"", 4"", 10"", 12"" Water OaksPlease see inquiry.","4, ZONE",0,192439,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,0
365949,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-05 09:00 AM,2023-02-04 09:00 AM,2023-03-13 12:00 PM,2023-08-28 12:00 PM,I,534M,"4143 HUEY ST, HOUSTON, TEXAS, 77087",Remove one dead tree at the intersection of Pecan and Huey and grind the resulting stump. ,TREEMAINTENANCE,2023-01-05 09:00 AM,FY24 - Prime Trees,157.5,157.5,Invoice #145731,"6, ZONE",0,190829,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3
365950,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-05 09:55 AM,2023-02-04 09:55 AM,2023-03-13 12:00 PM,2023-04-24 12:00 PM,K,572E,4010 REGENCY DR,"Prune 30"" Tallow for 14' over the street and driveway clearance.",TREEMAINTENANCE,2023-01-05 09:55 AM,FY23 - Tree Maintenance,105,105,Invoice# 139394.,"7, ZONE",0,190166,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3
365951,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-05 10:49 AM,2023-02-04 10:49 AM,,2023-01-06 12:00 PM,C,493A,525 HEIGHTS BLVD HOUSTON TX,In esplanade across from address emergency remove fallen tree ,TREEMAINTENANCE,2023-01-05 10:49 AM,FY23 - Tree Maintenance,246,246,Invoice#135249,"3, ZONE",0,192651,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1
365952,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-05 10:53 AM,2023-02-04 10:53 AM,2023-03-13 12:00 PM,2023-08-24 12:00 PM,K,571F,12210 CHIMNEY ROCK RD,"Remove and stump grind 42"" dead ash",TREEMAINTENANCE,2023-01-05 10:53 AM,FY24 - Prime Trees,682,682,Invoice #145731,"7, ZONE",0,190321,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3
365953,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-05 11:08 AM,2023-02-04 11:08 AM,2023-03-13 12:00 PM,2023-07-18 12:00 PM,H,493B,"709 WENDEL ST, HOUSTON, TEXAS, 77009",Remove and stump grind dead Live Oak in front of address. Call customer before arrival at 713-703-1412,TREEMAINTENANCE,2023-01-05 11:08 AM,FY24 - Prime Trees,682,682,Invoice #143736,"3, ZONE",0,190570,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1
365954,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-05 11:17 AM,2023-02-04 11:17 AM,2023-03-13 12:00 PM,2023-06-07 12:00 PM,K,571F,5500 DRYAD DR,Prune 2 live Oaks to 14' over the street clearance. On Dryad Dr,TREEMAINTENANCE,2023-01-05 11:17 AM,,183,183,"Per contractor, work has already been completed. Cancel work order. See email and photo attached.","7, ZONE",0,190084,07 - Canceled. Work already completed upon arrival.,Tree Trim,Tree Trim Inspection,3
365955,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2023-01-05 11:30 AM,2023-01-06 11:30 AM,,2023-01-07 11:48 AM,02,493T,"3007 BRAZOS ST, HOUSTON, TEXAS, 77006",Emergency remove fallen Palm trees impeding sidewalk and driveway ,TREEMAINTENANCE,2023-01-05 11:30 AM,,178,178,we started this job but the chipper truck got full so we did not complete this job,"2, ZONE",0,191504,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1
365956,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-05 11:33 AM,2023-02-04 11:33 AM,2023-03-13 12:00 PM,2023-06-16 12:00 PM,C,493T,3007 BRAZOS ST HOUSTOB TX,Remove and stump grindntwo dead Palms on either side of driveway,TREEMAINTENANCE,2023-01-05 11:33 AM,FY23 - Tree Maintenance,283,283,"Per contractor, work completed upon arrival. See photo and email attached. Canceling work order.","2, ZONE",0,191504,07 - Canceled. Work already completed upon arrival.,Tree Removal,Tree Removal Inspection,1
365957,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-05 01:33 PM,2023-02-04 01:33 PM,2023-01-10 11:02 AM,2023-01-10 12:00 PM,K,570E,12100 RICEVILLE SCHOOL RD (GLENSHIRE PARK),Remove and stump grind all marked trees at Glenshire Park. 68 trees total. ,TREEMAINTENANCE,2023-01-05 01:33 PM,FY23 - Tree Maintenance,11002,11002,Invoice#135423,"7, ZONE",0,192683,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,1
365958,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-05 01:56 PM,2023-02-04 01:56 PM,2023-03-13 12:00 PM,2023-03-31 12:00 PM,B,494L,"1158 CARROLL OLIVER WAY, HOUSTON, TEXAS, 77020",Trim one Private live oak to clear obstruction for street light. Tree is across the park.,TREEMAINTENANCE,2023-01-05 01:56 PM,FY24 - Prime Trees,115,115,Invoice #138313,"5, ZONE",0,190672,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3
365959,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2023-01-05 08:54 PM,2023-01-15 08:54 PM,,2023-01-09 01:19 PM,02,529E,11903 BELLAIRE BLVD (ALIEF NEIGHBORHOOD PARK),Trim 10 Live Oaks on the Kirkwood side of the park near Bellaire. See photos. Prune for aesthetics and remove deadwood.,TREEMAINTENANCE,2023-01-05 08:54 PM,,892,892,Trimmed 23  trees,"2, ZONE",0,191714,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3
365960,TREE/SEEDLING PLANTING,4,CLOSED,"UF, IN-HOUSE",2023-01-05 09:02 PM,2024-01-05 09:02 PM,,2023-01-09 11:57 AM,01,529E,11903 BELLAIRE BLVD (ALIEF NEIGHBORHOOD PARK),"Remove and replace 3 dead Pine trees. See photos. 3 new 30-gal Pine trees will be delivered to the park on Monday, 1/9/23 by 8:00 AM by TreeLife Farms. The driver will contact Javier.",TREEPLANTING,2023-01-05 09:02 PM,,0,0,"From Request 191714:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: 
  Comments: Trees on the northwest side of the park (Bellaire facing) need canopy raised. The ones on the Jetty Lane could use a trim. Please see email attached.","2, ZONE",0,191714,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3
365961,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2023-01-05 09:18 PM,2023-01-15 09:18 PM,,2023-01-07 11:54 AM,01,493L,901 BAGBY ST,Remove Christmas Tree stump at City Hall. Be on site by 8:00 AM. Prime Trees will bring their grapple truck.,TREEMAINTENANCE,2023-01-05 09:18 PM,,246,246,"From Request 192043:
  Code: Tree Planting
  Description: Tree Planting Inspection
  Details: 
  Comments:","1, ZONE",0,192043,00 - Work completed by in-house or contractor.,Tree Planting,Tree Planting Inspection,5
365962,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2023-01-06 07:20 AM,2023-01-07 07:20 AM,,2023-01-10 07:42 AM,01,452L,W 43RD ST & SUE BARNETT DR,"Remove fallen less than 10"" pine in Sue Barnett Park. Low Priority ",TREEMAINTENANCE,2023-01-06 07:20 AM,,0,0,"From Request 190460:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-09-08T08:45:51.512-05:00 Dynamic365 Case Id : 2200582192
  Comments: Ent","3, ZONE",0,190460,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3
365963,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-06 08:08 AM,2024-01-06 08:08 AM,,2023-01-06 12:00 PM,B,454C,5213 WESTBROOK RD,"2 Live Oak - 1 1/2"" caliper ",TREEPLANTING,2023-01-06 08:08 AM,,0,0,"From Request 191999:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Please see email. For lots 5,000 square feet and greater, two trees are required to be planted to meet tree planting requiremen","4, ZONE",0,191999,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6
365964,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-06 08:17 AM,2024-01-06 08:17 AM,,2023-01-06 12:00 PM,C,492L,311 MALONE ST,"3 American Holly - 1 1/2"" caliper ",TREEPLANTING,2023-01-06 08:17 AM,,0,0,"From Request 192486:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Demolition plan, write removal permit at end of day for 16"" multistem Camphor, driveway and sidewalk will go through tree.Pleas","2, ZONE",0,192486,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6
365965,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2023-01-06 08:39 AM,2024-01-06 08:39 AM,,2023-01-06 12:00 PM,C,452L,4710 BRINKMAN ST,"4 Yaupon Holly - 4"" caliper",TREEPLANTING,2023-01-06 08:39 AM,,0,0,"From Request 192648:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Please see site plan.","3, ZONE",0,192648,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,3
365966,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-06 08:53 AM,2023-02-05 08:53 AM,2023-03-13 12:00 PM,2023-06-20 12:00 PM,D,533R,"6601 NEW YORK ST, HOUSTON, TEXAS, 77021",Trim one Private live oak 14ft above the street and clear obstruction to the stop sign.,TREEMAINTENANCE,2023-01-06 08:53 AM,FY23 - Tree Maintenance,115,115,Invoice #142099,"6, ZONE",0,190508,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3
365967,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-06 09:19 AM,2023-02-05 09:19 AM,2023-03-13 12:00 PM,2023-06-27 12:00 PM,D,533L,"3714 DAPHNE ST, HOUSTON, TEXAS, 77021","Remove one 20"" dead pecan in front of the address and grind the resulting stump. ",TREEMAINTENANCE,2023-01-06 09:19 AM,FY24 - Prime Trees,336,336,Invoice #143226,"6, ZONE",0,190885,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0
365968,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2023-01-06 09:43 AM,2023-01-07 09:43 AM,,2023-01-07 01:28 PM,04,533K,"3300 ALICE ST, HOUSTON, TEXAS, 77021",Remove three downed Hackberries along ditch across vermillion apt. Low priority (no emergency),TREEMAINTENANCE,2023-01-06 09:43 AM,,0,0,"From Request 190853:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-09-25T15:04:44.728-05:00 Dynamic365 Case Id : 2200603840
  Comments: Entered C","6, ZONE",0,190853,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,3
365969,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2023-01-06 10:27 AM,2023-02-05 10:27 AM,2023-03-13 12:00 PM,2023-06-27 12:00 PM,D,533H,"5800 SCOTT ST, HOUSTON, TEXAS, 77021",Remove 1 Palm tree on median at the intersection of charlstern and Scott Street and grind the resulting stump.,TREEMAINTENANCE,2023-01-06 10:27 AM,FY24 - Prime Trees,336,336,Invoice #143226,"6, ZONE",0,190501,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3
