WorkOrderId,Description,Priority,Status,Submit To,Proj Start Date,Proj Finish Date,Actual Start,Actual Finish,Shop,Map Page,Address,Location,Category,Date Initiated,Project,Total Cost,Labor Cost,Comments,Zone,Units Accomplished,Request Ids,Resolution,SR Problem Code,SR Description,SR Priority
358529,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2021-01-05 08:41 AM,2021-01-15 08:41 AM,,2021-01-06 08:47 PM,D,493U,"2000 HAMILTON ST, HOUSTON, TX, 77003","Trim branches obstructing view of traffic light and trim 14' above stree.t Approching int. Of Hamilton & Pierce, southbound. 20"" live oak and 2 15"" live oaks.",TREEMAINTENANCE,2021-01-05 08:41 AM,,257,257,,"1, ZONE",0,,00 - Work completed.,,,
358530,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2021-01-05 09:41 AM,2021-01-15 09:41 AM,,2021-01-08 05:11 PM,B,453D,1845  PRIEST ,"Remove fallen 20"" oak that is partially in road, still passable at the front of the parcel.",TREEMAINTENANCE,2021-01-05 09:41 AM,,246,246,"From Request 176973:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2021-01-01T10:31:19.699-06:00. LGID # 101004466764
  Comments: taxid : 065005","4, ZONE",0,176973,00 - Work completed.,Tree Removal,Tree Removal Inspection,0
358531,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-05 10:14 AM,2021-02-04 10:14 AM,2021-02-18 12:00 PM,2021-02-23 12:00 PM,H,453V,5520  COCHRAN ,"Remove 20"" pecan with large amount of rot at the front of the parcel.",TREEMAINTENANCE,2021-01-05 10:14 AM,,336,336,Issued to contractor on 2/18/2021,"4, ZONE",0,176981,07 - Canceled. Work already completed.,Tree Removal,Tree Removal Inspection,0
358532,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2021-01-05 12:12 PM,2021-02-04 12:12 PM,,2022-03-16 12:00 PM,F,528H,"6326 VERIDIAN GROVE DR, HOUSTON, TX, 77072","Trim 10"" live oak infront of address to 14' above street snd driveway and 8' above sidewalk",TREEMAINTENANCE,2021-01-05 12:12 PM,,73,73,,"2, ZONE",0,,00 - Work completed.,,,
358533,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2021-01-05 12:28 PM,2021-01-15 12:28 PM,,2022-03-16 12:00 PM,F,528H,"12826 LODENBRIAR DR, HOUSTON, TX, 77072","Trim 8"" live oak infront of address to 14'above street clearance and 8' above sidewalk. Unmarked, tree between sidewalk and curb",TREEMAINTENANCE,2021-01-05 12:28 PM,,61,61,,"2, ZONE",0,,00 - Work completed.,,,
358534,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2021-01-05 12:47 PM,2021-01-15 12:47 PM,,2022-03-16 12:00 PM,,528H,"12838 VERIDIAN GROVE DR, HOUSTON, TX, 77072","Trim 5"" live oak in front of address to 8' sidewalk clearance and 14' street clearance",TREEMAINTENANCE,2021-01-05 12:47 PM,,61,61,,"2, ZONE",0,,00 - Work completed.,,,
358535,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2021-01-05 12:54 PM,2021-02-04 12:54 PM,,2022-03-16 12:00 PM,,528H,"12384 WISTERIA PARK, HOUSTON, TX 77072","Trim 10"" live oak infront of address to 14' street clearance and 8'sidewalk clearance",TREEMAINTENANCE,2021-01-05 12:54 PM,,73,73,,"2, ZONE",0,,00 - Work completed.,,,
358536,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2021-01-05 01:16 PM,2021-02-04 01:16 PM,,2022-03-16 12:00 PM,F,528H,"12727 WISTERIA PARK DR, HOUSTON, TX, 77072","Trim 15"" live oak infront of address to 14' street clearance and 8' sidewalk clearance. Also trim 14'above driveway",TREEMAINTENANCE,2021-01-05 01:16 PM,,84,84,,"2, ZONE",0,,00 - Work completed.,,,
358537,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2021-01-05 01:21 PM,2021-01-15 01:21 PM,,2022-03-16 12:00 PM,F,528H,"12731 WISTERIA PARK DR, HOUSTON, TX, 77072","Trim 6"" live oak in ROW to 14' street clearance and 8' sidewalk clearance. Trim private 15"" live oak to 8' sidewalk clearance.",TREEMAINTENANCE,2021-01-05 01:21 PM,,145,145,,"2, ZONE",0,,00 - Work completed.,,,
358538,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2021-01-05 01:32 PM,2021-01-06 01:32 PM,,2021-01-27 07:51 PM,C,451R,540 W 34TH ,"Prune broken and hanging limb from 26"" loblolly pine in Graham park near swingset, kids where playing in park when visited, high p",TREEMAINTENANCE,2021-01-05 01:32 PM,,94,94,"From Request 176970:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2020-12-31T21:26:07.302-06:00. LGID # 101004466592
  Comments: taxid : 062005002000","3, ZONE",0,176970,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
358539,STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-05 01:42 PM,2022-01-05 01:42 PM,2023-03-13 12:00 PM,2023-04-06 12:00 PM,F,528H,"6506 W BAYBERRY BEND CIRCLE DR, HOUSTON, TX, 77072","Stump grind 15"" stump and 10"" stump in ROW infront of 6506 and 6510 w bayberry bend circle drive",TREEMAINTENANCE,2021-01-05 01:42 PM,FY23 - Tree Maintenance,125,125,Invoice #138750.,"2, ZONE",0,,00 - Work completed by in-house or contractor.,,,
358541,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-06 08:22 AM,2021-02-05 08:22 AM,2021-02-04 12:00 PM,2021-02-19 12:00 PM,H,453G,8311  MELROSE ,"Prune deadwood from 38"" american sycamore at the front of the parcel.",TREEMAINTENANCE,2021-01-06 08:22 AM,FY21 - Tree Maintenance ,115,115,Issued to contractor 2/4/21,"4, ZONE",0,176872,00 - Work completed.,Tree Removal,Tree Removal Inspection,0
358542,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-06 10:17 AM,2021-02-05 10:17 AM,2021-01-13 12:00 PM,2021-01-22 12:00 PM,F,569B,"11002 VANDERFORD DR, HOUSTON, TX, 77099","Trim Live Oak 14ft above street, 8ft over sidewalk and balance crown.",TREEMAINTENANCE,2021-01-06 10:17 AM,FY21 - Tree Maintenance ,84,84,,"2, ZONE",0,,00 - Work completed.,,,
358543,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-06 10:28 AM,2021-02-05 10:28 AM,2021-01-13 12:00 PM,2021-01-22 12:00 PM,F,569B,"11007 VANDERFORD DR, HOUSTON, TX, 77099","Trim two Live Oaks 14ft above street, 8ft over sidewalk, remove deadwood and balance crowns.",TREEMAINTENANCE,2021-01-06 10:28 AM,FY21 - Tree Maintenance ,267,267,,"2, ZONE",0,,00 - Work completed.,,,
358544,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-06 10:33 AM,2021-02-05 10:33 AM,2021-01-13 12:00 PM,2021-01-22 12:00 PM,F,569B,"11018 VANDERFORD DR, HOUSTON, TX, 77099","Trim Water Oak 14ft above street, 8ft over sidewalk and balance crown. ",TREEMAINTENANCE,2021-01-06 10:33 AM,FY21 - Tree Maintenance ,73,73,,"2, ZONE",0,,00 - Work completed.,,,
358545,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-06 10:41 AM,2021-02-05 10:41 AM,2021-03-13 12:00 PM,2021-04-23 12:00 PM,F,488Y,"13100 WESTPARK DR, HOUSTON, TX, 77082","Remove and stump grind 2 dying 45"" ash & 1 20"" ashin esplanade. Remove and stump grind 40"" ash with trunk cavity across street.",TREEMAINTENANCE,2021-01-06 10:41 AM,FY21 - Tree Maintenance ,2709,2709,Issued to contractor 3/13/21,"2, ZONE",0,176971,00 - Work completed.,Tree Removal,Tree Removal Inspection,0
358546,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-06 10:46 AM,2021-02-05 10:46 AM,2021-03-13 12:00 PM,2021-04-20 12:00 PM,F,488Y,"13100 WESTPARK DR, HOUSTON, TX, 77082","Trim deadwood from marked 45"" ash in esplanade across from address. ",TREEMAINTENANCE,2021-01-06 10:46 AM,FY21 - Tree Maintenance ,136,136,Issued to contractor 3/13/21,"2, ZONE",0,176971,00 - Work completed.,Tree Removal,Tree Removal Inspection,0
358547,STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-06 12:20 PM,2022-01-06 12:20 PM,2023-03-13 12:00 PM,2023-04-06 12:00 PM,F,528G,"6404 S BRIAR BAYOU DR, HOUSTON, TX, 77072",Grind stump next to fire hydrant infront of address. ,TREEMAINTENANCE,2021-01-06 12:20 PM,FY23 - Tree Maintenance,225,225,Invoice #138750.,"2, ZONE",0,,00 - Work completed by in-house or contractor.,,,
358548,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2021-01-06 01:00 PM,2021-01-16 01:00 PM,,2021-01-08 05:08 PM,C,452V, 500 W 23RD ST&2300 NICHOLSON ST,"Clear view obstruction from <10"" junipr  at intersection of nicholson and 23rd close to stopsign.",TREEMAINTENANCE,2021-01-06 01:00 PM,,61,61,"From Request 176988:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2021-01-05T09:17:58.641-06:00. LGID # 101004469902
  Comments: sprneigh : GREATER H","3, ZONE",0,176988,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
358549,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE",2021-01-06 01:26 PM,2021-01-16 01:26 PM,,2021-02-24 10:13 AM,D,573M,12227 CULLEN BLVD (SCHNUR PARK),Remove debris piles a mix of Southern Yellow Pine and Hardwoods.,TREEMAINTENANCE,2021-01-06 01:26 PM,,0,0,"From Request 176991:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: 
  Comments: Just list a ballpark estimate of the number of trees in each diameter class needed for trimming. Create the Work Order based on your estimate.","6, ZONE",0,176991,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
358550,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2021-01-06 01:32 PM,2021-01-07 01:32 PM,,2021-01-27 07:49 PM,B,452C, 5800 KNOX ST&888 PAUL QUINN ST,"Prune broken and hanging limb from 36"" pecan that is directly above sidewalk.",TREEMAINTENANCE,2021-01-06 01:32 PM,,115,115,"From Request 177025:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2021-01-05T15:01:53.879-06:00. LGID # 101004470757
  Comments: sprneigh : ACRES HOM","3, ZONE",0,177025,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
358551,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2021-01-06 01:39 PM,2021-01-16 01:39 PM,,2021-02-04 02:06 PM,D,573M,12227 CULLEN BLVD (SCHNUR PARK),Trim 35 Southern Yellow Pines and Hardwoods providing visibility to deter illegal dumping at rear of park.,TREEMAINTENANCE,2021-01-06 01:39 PM,,2809,2809,"From Request 176991:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: 
  Comments: Just list a ballpark estimate of the number of trees in each diameter class needed for trimming. Create the Work Order based on your estimate.","6, ZONE",0,176991,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
358552,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE",2021-01-07 08:47 AM,2021-01-17 08:47 AM,,2021-01-08 05:09 PM,C,452X, 2900 W 12TH ST&1200 ELLA BLVD,Remove one debris pile (one broken branch) covering a portion of the sidewalk on W.12 near Ella next to metro bench,TREEMAINTENANCE,2021-01-07 08:47 AM,,0,0,"From Request 177050:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2021-01-06T16:31:04.845-06:00. LGID # 101004472425
  Comments: sprneigh : LAZYBROOK","3, ZONE",0,177050,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
358553,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-07 09:06 AM,2021-02-06 09:06 AM,2021-02-04 12:00 PM,2021-02-10 12:00 PM,C,531S,"5746 VALKEITH DR, HOUSTON, TX, 77096","Trim private 45"" live oak to 8' sidewalk clearance and 14' street clearance ",TREEMAINTENANCE,2021-01-07 09:06 AM,FY21 - Tree Maintenance ,136,136,Issued to contractor 2/4/21,"7, ZONE",0,177014,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
358554,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-07 09:08 AM,2021-02-06 09:08 AM,2021-03-13 12:00 PM,2021-03-18 12:00 PM,C,452N,2219  STONECREST ,"Prune 36"" live oak for broken and hanging limb and 14' above the street clearance.",TREEMAINTENANCE,2021-01-07 09:08 AM,FY21 - Tree Maintenance ,115,115,Issued to contractor 3/13/21,"3, ZONE",0,177041,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
358555,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-07 09:54 AM,2021-01-17 09:54 AM,2021-03-13 12:00 PM,2021-03-31 12:00 PM,K,570Z,"7454 W FUQUA ST, HOUSTON, TX, 77489",Trim live oak and multistem hackberry near bus stop. Trim to clear obstruction of bus sign and away from street and sidewalk,TREEMAINTENANCE,2021-01-07 09:54 AM,FY21 - Tree Maintenance ,123,123,Issued to contractor 3/13/21,"7, ZONE",0,177051,00 - Work completed.,Tree Removal,Tree Removal Inspection,0
358556,DEBRIS PICK-UP,2,CLOSED,"UF, IN-HOUSE",2021-01-07 10:12 AM,2021-01-17 10:12 AM,,2021-01-27 07:45 PM,H,495E,7602  TREMPER ,Remove debris in esplanade on Wayside  near 7600 Tremper Street.,TREEMAINTENANCE,2021-01-07 10:12 AM,,0,0,"From Request 177052:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2021-01-07T05:21:49.274-06:00. LGID # 101004472767
  Comments: taxid : 040190","5, ZONE",0,177052,00 - Work completed.,Tree Removal,Tree Removal Inspection,1
358557,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-07 10:17 AM,2021-02-06 10:17 AM,2021-01-13 12:00 PM,2021-01-21 12:00 PM,K,571X,"6507 BANTA DR, HOUSTON, TX, 77489","Trim lower branches on 2 25"" live oaks and one 30"" live oak to 14' street clearance to allow for trash pickup",TREEMAINTENANCE,2021-01-07 10:17 AM,FY21 - Tree Maintenance ,294,294,"From Request 177006:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: IPS Service Request record locked for transfer to Houston Cityworks Database at 2021-01-05T10:56:54.065-06:00. LGID # 101004470147
  Comments: Caller states solid","7, ZONE",0,177006,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
358558,TREE/SEEDLING PLANTING,4,CLOSED,"UF, PARTNER",2021-01-07 10:32 AM,2022-01-07 10:32 AM,,2021-01-07 10:33 AM,C,531N,5734 REAMER ST,One tree adopted ,TREEPLANTING,2021-01-07 10:32 AM,,0,0,"From Request 176080:
  Code: Tree Planting
  Description: Tree Planting Inspection
  Details: Adopt-A-Tree Program 
  Comments: Planting spaces inventoried and planting permit issued.Tree delivered.","7, ZONE",0,176080,09 - Tree Portal entry completed.,Tree Planting,Tree Planting Inspection,0
358559,TREE/SEEDLING PLANTING,4,CLOSED,"UF, PARTNER",2021-01-07 10:34 AM,2022-01-07 10:34 AM,,2021-01-07 10:35 AM,K,571A,5622 DRYAD DR,2 trees adopted,TREEPLANTING,2021-01-07 10:34 AM,,0,0,"From Request 176004:
  Code: Tree Planting
  Description: Tree Planting Inspection
  Details: Adopt-A-Tree Program 
  Comments: Customer given adopt a tree form.Trees delivered. Customer moved trees upon dropoff. Hence, trees are on curb in photos.","7, ZONE",0,176004,09 - Tree Portal entry completed.,Tree Planting,Tree Planting Inspection,0
358560,TREE/SEEDLING PLANTING,4,CLOSED,"UF, PARTNER",2021-01-07 10:37 AM,2022-01-07 10:37 AM,,2021-01-07 10:43 AM,C,531S,5707 REAMER ST,2 trees adopted,TREEPLANTING,2021-01-07 10:37 AM,,0,0,"From Request 176651:
  Code: Tree Planting
  Description: Tree Planting Inspection
  Details: Adopt-A-Tree Program
  Comments: Planting spaces inventoried. Two planting spaces available.Trees delivered.","7, ZONE",0,176651,09 - Tree Portal entry completed.,Tree Planting,Tree Planting Inspection,0
358561,TREE/SEEDLING PLANTING,4,CLOSED,"UF, PARTNER",2021-01-07 11:05 AM,2022-01-07 11:05 AM,,2021-01-07 12:00 PM,C,492Z,2111  BANKS ,Adopt-A-Tree Program - 1 Live Oak,TREEPLANTING,2021-01-07 11:05 AM,,0,0,"From Request 176819:
  Code: Tree Planting
  Description: Tree Planting Inspection
  Details: Adopt-A-Tree Program
  Comments: clemail : amir.bahrani@att.net
clname : AMIR BAHRANI
clzip : 77098
clphone : 832-661-9534
keymap : 492Z
parkname : Not A P","7, ZONE",0,"176819,178734",01 - Planting completed or has been approved.,Tree Planting,Tree Planting Inspection,0
358562,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-07 11:34 AM,2021-01-17 11:34 AM,2021-02-18 12:00 PM,2021-02-23 12:00 PM,D,533A,"6221 MAIN ST, HOUSTON, TX, 77005",HERMANN PARK parking lot behind palmer church. Trim low hanging branches to 14' above parking lot and entrances. Includes unmarked palm trees in back of lot,TREEMAINTENANCE,2021-01-07 11:34 AM,FY21 - Tree Maintenance ,2679,2679,Issued to contractor on 2/18/2021,"7, ZONE",0,177029,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
358563,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2021-01-07 05:06 PM,2022-01-07 05:06 PM,,2021-01-07 05:08 PM,C,493A,605 COLUMBIA DR,"Builder planting 1 tree in row, 2 in parking lot",TREEPLANTING,2021-01-07 05:06 PM,,0,0,"From Request 176081:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Initial review completed by Dale Temple on 11/18/20. Cannot locate a Tree Removal Permit.","3, ZONE",0,176081,09 - Tree Portal entry completed.,Tree Protection Rev,Tree Protection Review Inspection,7
358564,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2021-01-07 05:26 PM,2022-01-07 05:26 PM,,2021-01-07 05:28 PM,D,493Y,2501 DIVISION ST,Builder planting 1 tree in row,TREEPLANTING,2021-01-07 05:26 PM,,0,0,"From Request 176978:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: The Chinese Tallow is healthy, greater than 20 caliper inches and true to form.","6, ZONE",0,176978,09 - Tree Portal entry completed.,Tree Protection Rev,Tree Protection Review Inspection,6
358565,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2021-01-07 05:43 PM,2022-01-07 05:43 PM,,2021-01-07 05:44 PM,H,453U,4712 EDISON ST,Builder planting 2 trees in row.,TREEPLANTING,2021-01-07 05:43 PM,,0,0,"From Request 176979:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Existing tree is a chinese tallow and not protecred.","4, ZONE",0,176979,09 - Tree Portal entry completed.,Tree Protection Rev,Tree Protection Review Inspection,6
358566,TREE/SEEDLING PLANTING,4,CLOSED,"UF, PARTNER",2021-01-07 06:14 PM,2022-01-07 06:14 PM,,2021-01-07 06:15 PM,C,492Z,5300 MANDELL ST,Adopter planting 11 trees. ,TREEPLANTING,2021-01-07 06:14 PM,,0,0,"From Request 177005:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Existing and proposed trees inventoried. Adequate planting space exists for all proposed trees.","7, ZONE",0,177005,09 - Tree Portal entry completed.,Tree Protection Rev,Tree Protection Review Inspection,5
358567,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2021-01-07 07:50 PM,2022-01-07 07:50 PM,,2021-01-07 07:52 PM,H,453Z,3414 & 3416 HARDY ST,Builder planting 2 trees in row,TREEPLANTING,2021-01-07 07:50 PM,,0,0,"From Request 177031:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments:","4, ZONE",0,177031,09 - Tree Portal entry completed.,Tree Protection Rev,Tree Protection Review Inspection,6
358568,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2021-01-08 07:45 AM,2021-02-07 07:45 AM,2021-01-21 12:00 PM,2021-02-09 12:00 PM,H,493F,"1601 SHEARN ST, HOUSTON, TX, 77007","Remove and stump grind 25"" sycamore on side of property facing Johnson st",TREEMAINTENANCE,2021-01-08 07:45 AM,FY21 - Tree Maintenance ,378,378,Issued to contractor on 1/21/2021,"2, ZONE",0,177061,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
