WorkOrderId,Description,Priority,Status,Submit To,Proj Start Date,Proj Finish Date,Actual Start,Actual Finish,Shop,Map Page,Address,Location,Category,Date Initiated,Project,Total Cost,Labor Cost,Comments,Zone,Units Accomplished,Request Ids,Resolution,SR Problem Code,SR Description,SR Priority
390362,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-02 02:12 PM,2025-02-01 02:12 PM,2025-02-14 12:00 PM,2025-05-19 12:00 PM,E,297S,"W Lake Houston Pkwy & Sycamore Springs Dr, Kingwood, Texas, 77339",Remove 10 trees in esplanade south of given intersection ,TREEMAINTENANCE,2025-01-02 02:12 PM,Proactive Tree Maintenance,960.75,960.75,Invoice #182165.,"4, ZONE",0,,00 - Work completed by in-house or contractor.,,,
390364,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-02 02:20 PM,2025-01-03 02:20 PM,2025-01-16 12:00 PM,2025-02-04 12:00 PM,E,297S,"W Lake Houston Pkwy & Mill Bridge Way, Kingwood, Texas, 77339",Remove uprooted water oak north of listed intersection in esplanade that was hit by vehicle low priority ,TREEMAINTENANCE,2025-01-02 02:20 PM,FY26 - Prime Trees,89.25,89.25,Invoice #191125.,"4, ZONE",0,,00 - Work completed by in-house or contractor.,,,
390367,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-02 03:50 PM,2025-02-01 03:50 PM,2025-02-14 12:00 PM,2025-04-07 12:00 PM,E,297U,"Northpark Dr & Maple Park Way, Kingwood, Texas, 77345",Remove 3 trees in esplanade between rock springs dr and maple park way ,TREEMAINTENANCE,2025-01-02 03:50 PM,Proactive Tree Maintenance,267.75,267.75,Invoice #179680.,"4, ZONE",0,,00 - Work completed by in-house or contractor.,,,
390378,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-03 08:19 AM,2025-02-02 08:19 AM,2025-01-27 12:00 PM,2025-03-14 12:00 PM,C,531W,"6014 Willowbend Blvd,  Houston,  Texas,  77096","Remove and stump grind two dead and broken green ash trees,  at indicated address     ",TREEMAINTENANCE,2025-01-03 08:19 AM,FY25 - Prime Trees,966,966,Invoice #178619.,"7, ZONE",0,218052,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0
390404,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-03 10:36 AM,2025-01-04 10:36 AM,2025-01-16 12:00 PM,2025-04-22 12:00 PM,K,611B,"16235 Canaridge Dr,  Houston,  Texas,  77053","Prune two loblolly pine trees, for broken and hanging limbs at intersection of Court Rd and Canaridge Dr. Raise canopy 14ft over the street. High priority.       ",TREEMAINTENANCE,2025-01-03 10:36 AM,FY25 - Prime Trees,168,168,Invoice #180572.,"7, ZONE",0,"218010,218463",00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0
390405,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-03 10:37 AM,2025-02-02 10:37 AM,2025-01-16 12:00 PM,2025-02-03 12:00 PM,H,494N,"3521 Saltus St,  Houston,  Texas,  77003","Remove 21"" dead hackberry on left side of address ",TREEMAINTENANCE,2025-01-03 10:37 AM,FY25 - Prime Trees,246.75,246.75,Invoice #176062.,"5, ZONE",0,218022,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0
390407,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-03 10:58 AM,2025-02-02 10:58 AM,2025-01-27 12:00 PM,2026-04-25 12:00 PM,K,570V,"15230 Chaseridge Dr,  Missouri City,  Texas,  77489",Remove and stump grind d3ad and rotten tree at indicated location           ,TREEMAINTENANCE,2025-01-03 10:58 AM,FY26 - Prime Trees,231,231,Invoice #196885.,"7, ZONE",0,218031,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0
390411,TRIM BY CONTRACTOR,3,ISSUED,"UF, CONTRACTOR",2025-01-03 11:08 AM,2025-02-02 11:08 AM,2025-01-03 12:00 PM,,H,414W,"2326 Margaret St,  Houston,  Texas,  77093",Trim deadwood from pecan infront of address ,TREEMAINTENANCE,2025-01-03 11:08 AM,FY26 - Prime Trees,94.5,94.5,"(Copied from Service Request 214598): ""Spoke to customer inperson and he pointed out a small hole in the ground but I walked around the tree and tested firmness of the soil to see if there was any type of uprooting signs which I did not see.  I agree","4, ZONE",0,214598,10 - Escalated Work Order,Tree Removal,Tree Removal Inspection,1
390414,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-03 12:34 PM,2025-02-02 12:34 PM,2025-01-27 12:00 PM,2026-07-04 12:00 PM,F,529G,"6314 Grandvale Dr,  Houston,  Texas,  77072"," Remove and stump grind dying ash tree,  in front of the indicated address.    ",TREEMAINTENANCE,2025-01-03 12:34 PM,FY26 - Prime Trees,336,336,Invoice #199173.,"2, ZONE",0,218025,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3
390433,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-04 08:29 AM,2025-02-03 08:29 AM,2025-01-08 12:00 PM,2025-05-22 12:00 PM,H,494P,"108 Sidney St,  Houston,  Texas,  77003",Trim 3 trees along side of listed address along trail for roof clearance ,TREEMAINTENANCE,2025-01-04 08:29 AM,FY26 - Prime Trees,236.25,236.25,Invoice #188652.,"5, ZONE",0,218083,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0
390434,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-04 08:50 AM,2025-02-03 08:50 AM,2025-01-16 12:00 PM,2025-03-11 12:00 PM,I,494S,"4102 Lamar St,  Houston,  Texas,  77023","Remove and stump grind 32"" dying water oak and large wateroak stump ",TREEMAINTENANCE,2025-01-04 08:50 AM,FY25 - Prime Trees,1165.5,1165.5,Invoice #178619.,"5, ZONE",0,218079,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0
390435,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-04 10:15 AM,2025-02-03 10:15 AM,2025-01-16 12:00 PM,2025-02-19 12:00 PM,I,535S,"7707 El Rancho St,  Houston,  Texas,  77087",Trim 4 pines infront of address for deadwood removal ,TREEMAINTENANCE,2025-01-04 10:15 AM,FY25 - Prime Trees,351.75,351.75,Invoice #176720.,"6, ZONE",0,218080,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0
390436,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2025-01-04 10:28 AM,2025-01-05 10:28 AM,,2025-01-06 12:55 PM,07,535N,"7510 Moline St,  Houston,  Texas,  77087",Remove large broken limb blocking entire street at address. HIGH PRIORITY ,TREEMAINTENANCE,2025-01-04 10:28 AM,,94.5,94.5,"(Copied from Service Request 218086): ""Tried calling no voicemail box. Large limb broken and blocking street and is a falling  hazard""","6, ZONE",0,"218086,218089",00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0
390437,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2025-01-04 10:52 AM,2025-01-05 10:52 AM,,2025-01-06 03:02 PM,08,534N,"6621 Kassarine Pass,  Houston,  Texas,  77033",Remove fallen limb from driveway high priority ,TREEMAINTENANCE,2025-01-04 10:52 AM,,136.5,136.5,"(Copied from Service Request 218085): ""TREE LIMB FROM NEXT DOOR TREE NEIGHBOR FELL IN THE DRIVEWAY AND CALLER NOT MOVED""","6, ZONE",0,218085,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0
390438,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-04 10:55 AM,2025-02-03 10:55 AM,2025-01-27 12:00 PM,2026-06-03 12:00 PM,D,534N,"6617 Kassarine Pass, Houston, Texas, 77033","Remove and stump grind 45"" ash infront of address",TREEMAINTENANCE,2025-01-04 10:55 AM,FY26 - Prime Trees,845.25,845.25,Invoice #198271.,"6, ZONE",0,218085,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0
390439,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-04 02:03 PM,2025-02-03 02:03 PM,2025-02-14 12:00 PM,2025-04-07 12:00 PM,E,297T,"Northpark Dr & Village Manor Dr, Kingwood, Texas, 77345",Remove 4 dying trees west of listed intersection in esplanade ,TREEMAINTENANCE,2025-01-04 02:03 PM,Proactive Tree Maintenance,357,357,Invoice #179680.,"4, ZONE",0,,00 - Work completed by in-house or contractor.,,,
390440,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-04 02:10 PM,2025-02-03 02:10 PM,2025-02-14 12:00 PM,2025-03-08 12:00 PM,E,297T,"Northpark Dr & W Lake Houston Pkwy, Kingwood, Texas, 77339",Remove 1 willow oak east of listed intersection ,TREEMAINTENANCE,2025-01-04 02:10 PM,Proactive Tree Maintenance,157.5,157.5,Invoice #177527.,"4, ZONE",0,,00 - Work completed by in-house or contractor.,,,
390441,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2025-01-04 02:15 PM,2025-01-14 02:15 PM,,2025-01-11 09:40 AM,04,297T,"Northpark Dr & Village Manor Dr, Kingwood, Texas, 77345",Trim vines sticking into west bound lanes west of listed intersection ,TREEMAINTENANCE,2025-01-04 02:15 PM,,0,0,,"4, ZONE",0,,00 - Work completed by in-house or contractor.,,,
390442,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-04 02:44 PM,2025-01-05 02:44 PM,2025-01-16 12:00 PM,2025-02-04 12:00 PM,E,297S,"Northpark Dr & Brookdale Dr, Kingwood, Texas, 77339",Remove uprooted pine leaning towards street resting on nearby tree. High priority ,TREEMAINTENANCE,2025-01-04 02:44 PM,FY25 - Prime Trees,157.5,157.5,Invoice #176134.,"4, ZONE",0,,00 - Work completed by in-house or contractor.,,,
390448,STUMP GRINDING BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2025-01-06 07:48 AM,2026-01-06 07:48 AM,,2025-03-31 12:38 PM,02,453R,"903 Caplin St,  Houston,  Texas,  77022","Remove 22"" elm up rooted stump in ditch ",TREEMAINTENANCE,2025-01-06 07:48 AM,,246.75,246.75,"(Copied from Service Request 218093): ""Left voicemail stating that we will see if our in house crew is able to remove the stump""","4, ZONE",0,218093,00 - Work completed by in-house or contractor.,Tree Stump Grinding,Tree Stump Inspection,0
390461,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-06 09:56 AM,2025-02-05 09:56 AM,2025-01-16 12:00 PM,2026-03-12 12:00 PM,K,611C,"5323 Ridgestone Ln,  Houston,  Texas,  77053",Remove and stump grind ash tree infront of home,TREEMAINTENANCE,2025-01-06 09:56 AM,FY26 - Prime Trees,141.75,141.75,Invoice #195840.,"7, ZONE",0,218073,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0
390468,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2025-01-06 10:07 AM,2025-01-16 10:07 AM,,2025-02-18 12:00 PM,D,533A,"6001 Fannin St,  Houston,  Texas,  77030 (Hermann Park)"," Prune trees for remove ball moss,  on several sections at the park. Count after work has been done              ",TREEMAINTENANCE,2025-01-06 10:07 AM,,0,0,Canceling work order. Ball moss is not harmful to the trees. It will fall off during the summer.,"7, ZONE",0,218061,08 - Canceled. Work not approved by manager.,Tree Trim,Tree Trim Inspection,0
390469,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-06 10:10 AM,2025-02-05 10:10 AM,2025-01-16 12:00 PM,2026-03-12 12:00 PM,K,611C,"5327 Ridgestone Ln,  Houston,  Texas,  77053",Remove and stump grind three ash trees infront of home. ,TREEMAINTENANCE,2025-01-06 10:10 AM,FY26 - Prime Trees,425.25,425.25,Invoice #195840.,"7, ZONE",0,218072,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0
390476,TRIM BY CONTRACTOR,3,ISSUED,"UF, CONTRACTOR",2025-01-06 11:03 AM,2025-02-05 11:03 AM,2025-01-08 12:00 PM,,K,570D,"6318 Southwood Ct S,  Houston,  Texas,  77035",Remove low limbs off oak tree infront of home that are hindering garbage trucks from picking up trash. ,TREEMAINTENANCE,2025-01-06 11:03 AM,FY26 - Prime Trees,94.5,94.5,"(Copied from Service Request 208579): ""Work order created for tree trimming. Street light obstruction wasn't the issue. Limbs hindering garbage truck from picking trash up""","7, ZONE",0,208579,10 - Escalated Work Order,Tree Trim,Tree Trim Inspection,1
390477,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-06 11:13 AM,2025-02-05 11:13 AM,2025-02-14 12:00 PM,2025-02-17 12:00 PM,E,297Z,"Kingwood Dr & High Valley Dr, Kingwood, Texas, 77345",Trim pine center esplanade and red oak on south edge of intersection in esplanade for street clearance of east bound lanes ,TREEMAINTENANCE,2025-01-06 11:13 AM,Proactive Tree Maintenance,173.25,173.25,Invoice #176706.,"4, ZONE",0,,00 - Work completed by in-house or contractor.,,,
390478,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CREW,"UF, CONTRACTOR",2025-01-06 11:20 AM,2025-02-05 11:20 AM,2025-12-31 12:00 PM,,I,535T,"4045 Erie St,  Houston,  Texas,  77087","Remove and stump grind dangerous live oak tree,  at indicated address ",TREEMAINTENANCE,2025-01-06 11:20 AM,FY26 - Prime Trees,630,630,Prime Daily Route on 01/08/2026.,"6, ZONE",0,"217805,232591",10 - Escalated Work Order,Tree Trim,Tree Trim Inspection,3
390479,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-06 11:53 AM,2025-01-16 11:53 AM,2025-03-05 12:00 PM,2025-03-31 12:00 PM,02,575P,"8014 Constellation Ln,  Houston,  Texas,  77075","Remove black willow tree overgrowing over fence and building,  behind indicated address (on easement)  ",TREEMAINTENANCE,2025-01-06 11:53 AM,FY25 - Prime Trees,246.75,246.75,Invoice #179676.,"6, ZONE",0,218069,00 - Work completed by in-house or contractor.,Tree Trim,Tree Trim Inspection,0
390480,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-06 12:19 PM,2025-02-05 12:19 PM,2025-01-27 12:00 PM,2025-04-30 12:00 PM,I,576S,"9615 Kingsvalley St,  Houston,  Texas,  77075"," Remove and stump grind dangerous ash tree,  trunks and branches has large cavities and rotten wood. At indicated address.     ",TREEMAINTENANCE,2025-01-06 12:19 PM,FY25 - Prime Trees,582.75,582.75,Invoice #181409.,"6, ZONE",0,218071,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0
390481,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2025-01-06 12:52 PM,2025-01-07 12:52 PM,,2025-01-10 09:33 AM,04,492M,"Allen Pkwy & Shepherd Dr,  Houston,  Texas,  77019 (Montrose)","Remove fallen less than 10"" oak in median across from autry park on Allen lower priority ",TREEMAINTENANCE,2025-01-06 12:52 PM,,0,0,"(Copied from Service Request 217873): ""A 2nd downed tree in the median that was hanging into the eastbound lanes of Allen Parkway. The correct way to fix the problem is dig a hole, replant the tree, and stake it so it does not fall over again. Or rem","2, ZONE",0,217873,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,0
390484,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-06 01:11 PM,2025-02-05 01:11 PM,2025-02-14 12:00 PM,2025-03-08 12:00 PM,E,297Z,"Kingwood Dr & High Valley Dr, Kingwood, Texas, 77345",Remove 8 pines in esplanade south of listed intersection ,TREEMAINTENANCE,2025-01-06 01:11 PM,Proactive Tree Maintenance,714,714,Invoice #177527.,"4, ZONE",0,,00 - Work completed by in-house or contractor.,,,
390485,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2025-01-06 01:16 PM,2025-01-16 01:16 PM,,2025-01-11 08:31 AM,03,297Z,"Kingwood Dr & Willow Terrace Dr, Kingwood, Texas, 77345","Remove 3"" dying willow oak on north esplanade next to turning lane ",TREEMAINTENANCE,2025-01-06 01:16 PM,,0,0,,"4, ZONE",0,,00 - Work completed by in-house or contractor.,,,
390488,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2025-01-06 02:31 PM,2025-02-05 02:31 PM,2025-02-14 12:00 PM,2025-03-29 12:00 PM,E,337D,"Kingwood Dr & Cedarville Dr, Kingwood, Texas, 77345",Remove 7 trees in esplanades between listed intersection section east to willow terrace ,TREEMAINTENANCE,2025-01-06 02:31 PM,Proactive Tree Maintenance,939.75,939.75,Invoice #179680.,"4, ZONE",0,,00 - Work completed by in-house or contractor.,,,
390498,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2025-01-07 07:23 AM,2025-02-06 07:23 AM,,2025-01-07 12:00 PM,C,492D,"1021 Ashland St,  Houston,  Texas,  77008",Removal Permit for one 12-inch Live Oak.,TREEMAINTENANCE,2025-01-07 07:23 AM,,141.75,141.75,"(Copied from Service Request 217610): ""Customer replied, ""See attached and below snip of the driveway at 1021 Ashland.  Is this driveway configuration acceptable?  Can we get forestry approval with variance for traffic, for this driveway approach not","3, ZONE",0,217610,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6
390499,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2025-01-07 07:25 AM,2026-01-07 07:25 AM,,2025-01-07 12:00 PM,C,492D,"1021 Ashland St,  Houston,  Texas,  77008","1 Live Oak - 1 1/2"" caliper ",TREEPLANTING,2025-01-07 07:25 AM,,0,0,"(Copied from Service Request 217610): ""Customer replied, ""See attached and below snip of the driveway at 1021 Ashland.  Is this driveway configuration acceptable?  Can we get forestry approval with variance for traffic, for this driveway approach not","3, ZONE",0,217610,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6
390501,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2025-01-07 07:31 AM,2025-02-06 07:31 AM,,2025-01-07 12:00 PM,B,412N,"2329 Hampton St,  Houston,  Texas,  77088",Removal Permit for one 1-inch Red Mulberry and one 4-inch Red Mulberry.,TREEMAINTENANCE,2025-01-07 07:31 AM,,0,0,"(Copied from Service Request 217732): ""Confirmed lot location in Google. Trees to be removed are mulberry.""","3, ZONE",0,217732,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6
390502,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2025-01-07 07:32 AM,2026-01-07 07:32 AM,,2025-01-07 12:00 PM,B,412N,"2329 Hampton St,  Houston,  Texas,  77088","1 Live Oak - 1 1/2"" caliper ",TREEPLANTING,2025-01-07 07:32 AM,,0,0,"(Copied from Service Request 217732): ""Confirmed lot location in Google. Trees to be removed are mulberry.""","3, ZONE",0,217732,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6
390503,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2025-01-07 07:36 AM,2025-02-06 07:36 AM,,2025-01-07 12:00 PM,B,451H,"4220 Creekmont Dr,  Houston,  Texas,  77091","Removal Permit for one 14-inch Loblolly Pine, one 20-inch Loblolly Pine, one 22-inch Loblolly Pine, one 13-inch Water Oak, one 10-inch Hackberry, and two 14-inch Hackberries.",TREEMAINTENANCE,2025-01-07 07:36 AM,,1380.75,1380.75,"(Copied from Service Request 217734): ""Customer replied, ""See attached –""

See email attached.""","3, ZONE",0,217734,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6
390504,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2025-01-07 07:38 AM,2026-01-07 07:38 AM,,2025-01-07 12:00 PM,B,451H,"4220 Creekmont Dr,  Houston,  Texas,  77091","39 Live Oak - 2"" caliper ",TREEPLANTING,2025-01-07 07:38 AM,,0,0,"(Copied from Service Request 217734): ""Customer replied, ""See attached –""

See email attached.""","3, ZONE",0,217734,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,6
390506,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, PARTNER",2025-01-07 07:43 AM,2025-02-06 07:43 AM,,2025-01-07 12:00 PM,C,493E,"1282 Givens St,  Houston,  Texas,  77007 (Residence Inn - Marriott)",Removal Permit for two 6-inch Mexican white Oaks.,TREEMAINTENANCE,2025-01-07 07:43 AM,,0,0,"(Copied from Service Request 217855): ""11 is a6"" TTF Mexican white oak, 10 is 6"" NTTF Mexican white oak that's is leaning over street, 9 is a 4"" TTF Mexican white oak, 8 is a 4"" TTF Mexican white oak, 6 is a 6""  TTF shumard oak, 5 is a 8"" TTF Mexican","2, ZONE",0,217855,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,7
390507,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2025-01-07 07:45 AM,2026-01-07 07:45 AM,,2025-01-07 12:00 PM,C,493E,"1282 Givens St,  Houston,  Texas,  77007 (Residence Inn - Marriott)","2 Red Maple - 3"" caliper 
4 Live Oak - 3"" caliper 
2 Cedar Elm - 3"" caliper 
9 Eagleston Holly - 2"" caliper 
2 Sweetbay Magnolia - 2"" caliper ",TREEPLANTING,2025-01-07 07:45 AM,,0,0,"(Copied from Service Request 217855): ""11 is a6"" TTF Mexican white oak, 10 is 6"" NTTF Mexican white oak that's is leaning over street, 9 is a 4"" TTF Mexican white oak, 8 is a 4"" TTF Mexican white oak, 6 is a 6""  TTF shumard oak, 5 is a 8"" TTF Mexican","2, ZONE",0,217855,00 - Work completed by in-house or contractor.,Tree Protection Rev,Tree Protection Review Inspection,7
