WorkOrderId,Description,Priority,Status,Submit To,Proj Start Date,Proj Finish Date,Actual Start,Actual Finish,Shop,Map Page,Address,Location,Category,Date Initiated,Project,Total Cost,Labor Cost,Comments,Zone,Units Accomplished,Request Ids,Resolution,SR Problem Code,SR Description,SR Priority
362934,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-04 09:52 AM,2022-02-03 09:52 AM,2022-04-01 12:00 PM,2022-05-06 12:00 PM,K,571A,5918 DELLFERN DR,"Prune private 36"" live oak for 14' over the street clearance.",TREEMAINTENANCE,2022-01-04 09:52 AM,FY22 - Tree Maintenance,115,115,Invoice #127873.,"7, ZONE",0,185185,00 - Work completed.,Tree Trim,Tree Trim Inspection,3
362935,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-04 01:55 PM,2022-02-03 01:55 PM,2022-04-01 12:00 PM,2022-09-03 12:00 PM,F,529F,"11526 ROWAN LN, HOUSTON, TX, 77072","Remove and stump grind one 23"" ash tree at the intersection.  ",TREEMAINTENANCE,2022-01-04 01:55 PM,FY24 - Prime Trees,336,336,Invoice #131858,"2, ZONE",0,,00 - Work completed by in-house or contractor.,,,
362936,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 07:37 AM,2022-02-04 07:37 AM,2022-04-01 12:00 PM,2022-06-29 12:00 PM,B,372K,803 FOREST HILLSIDE LN,Trim Live Oak in front of property 14ft above street/driveway and 8ft over sidewalk.,TREEMAINTENANCE,2022-01-05 07:37 AM,FY22 - Tree Maintenance,73,73,Invoice #130144.,"3, ZONE",0,185209,00 - Work completed.,Tree Trim,Tree Trim Inspection,3
362937,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 08:14 AM,2022-02-04 08:14 AM,2022-04-01 12:00 PM,2022-05-14 12:00 PM,E,618A,"2003 LEGEND GROVE CT, HOUSTON, TX, 77062",Prune three live oaks in front of the address 14ft over the street. ,TREEMAINTENANCE,2022-01-05 08:14 AM,FY22 - Tree Maintenance,231,231,Invoice #128168.,"5, ZONE",0,185193,00 - Work completed.,Tree Trim,Tree Trim Inspection,3
362938,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 08:16 AM,2022-02-04 08:16 AM,2022-04-01 12:00 PM,2022-04-21 12:00 PM,D,534E,4925 1/2 BELVEDERE,"Trim 4 hardwood in the vacant portion of the lot adjacent to 4906 Winnetka 14ft above the street, 8ft above the sidewalk, remove deadwood and balance crowns.",TREEMAINTENANCE,2022-01-05 08:16 AM,FY22 - Tree Maintenance,345,345,Invoice #127211.,"6, ZONE",0,185206,00 - Work completed.,Tree Trim,Tree Trim Inspection,1
362939,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2022-01-05 08:30 AM,2023-01-05 08:30 AM,,2022-01-05 12:00 PM,J,529U,KIPP WAY DR & S WILCREST DR,200 mixed species,TREEPLANTING,2022-01-05 08:30 AM,,0,0,"From Request 184858:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Fro, south to kipp way: available planting space 
first esplanade:148x16
second esplanade:  157x18
third esplanade: 154x18; 
la","2, ZONE",0,184858,09 - Tree Portal entry completed.,Tree Protection Rev,Tree Protection Review Inspection,5
362940,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2022-01-05 08:39 AM,2023-01-05 08:39 AM,,2022-01-05 12:00 PM,J,529Q,9260 S COURSE DR,"2 Live Oaks - 4"" caliper ",TREEPLANTING,2022-01-05 08:39 AM,,0,0,"From Request 184942:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Please update the plan to show the existing trees on the lot and whether they will remain or be removed. 

Urban Forestry will","2, ZONE",0,184942,09 - Tree Portal entry completed.,Tree Protection Rev,Tree Protection Review Inspection,7
362941,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 09:06 AM,2022-02-04 09:06 AM,2022-04-01 12:00 PM,2022-11-02 12:00 PM,C,493A,1021 HARVARD ST,Remove and grind stump of splitting Water Oak in front of property. ,TREEMAINTENANCE,2022-01-05 09:06 AM,FY23 - Tree Maintenance,756,756,Invoice#134129,"3, ZONE",0,185210,00 - Work completed.,Tree Trim,Tree Trim Inspection,3
362942,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2022-01-05 09:24 AM,2022-01-06 09:24 AM,,2022-01-10 12:36 PM,E,536W,"3500 S RICHEY ST, HOUSTON, TX, 77017","Remove one 15"" hazardous broken Elm tree on Forest Oaks Dr. Low priority ",TREEMAINTENANCE,2022-01-05 09:24 AM,,157,157,"From Request 185186:
  Code: Tree Removal
  Description: Tree Removal Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2021-12-31T11:05:22.859-06:00 Dynamic365 Case Id : 2100303769
  Comments: Ent","5, ZONE",0,185186,00 - Work completed.,Tree Removal,Tree Removal Inspection,3
362943,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 09:46 AM,2022-02-04 09:46 AM,2022-04-01 12:00 PM,2022-07-07 12:00 PM,G,491N      ,2006 A  POTOMAC ,"Remove and stump grind 12"" multistem river birch damaging sidewalk, ",TREEMAINTENANCE,2022-01-05 09:46 AM,FY23 - Tree Maintenance,89,89,Invoice #130144.,"2, ZONE",0,161089,00 - Work completed.,Tree Removal,Tree Removal Inspection,3
362944,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 09:54 AM,2022-02-04 09:54 AM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529N,"11814 ZARROLL DR, HOUSTON, TX, 77099",Trim Live Oak to clear streetlight. ,TREEMAINTENANCE,2022-01-05 09:54 AM,FY22 - Tree Maintenance,94,94,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362945,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 10:03 AM,2022-02-04 10:03 AM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,E,536S,"2035 SIEBER DR, HOUSTON, TX, 77017","Trim one 44"" live oak infront of the address 14ft over the street and 8ft above the sidewalk. ",TREEMAINTENANCE,2022-01-05 10:03 AM,FY22 - Tree Maintenance,131,131,Invoice #127211.,"5, ZONE",0,185197,00 - Work completed.,Tree Removal,Tree Removal Inspection,3
362946,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 10:05 AM,2022-02-04 10:05 AM,2022-04-01 12:00 PM,2022-12-28 12:00 PM,A,449Z,10330 IVYRIDGE RD,Remove dead Chinese and American elms joined together at the intersection of Shadowdale and Ivyridge. The tree is between the road and the HCFCD row.,TREEMAINTENANCE,2022-01-05 10:05 AM,FY23 - Tree Maintenance,756,756,Invoice#135045,"3, ZONE",0,185203,00 - Work completed by in-house or contractor.,Tree Removal,Tree Removal Inspection,3
362947,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 10:12 AM,2022-02-04 10:12 AM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529N,"11734 ZARROLL DR, HOUSTON, TX, 77099","Trim Live Oak 14ft above street, 8ft over sidewalk and 8ft from roof and balance crown. ",TREEMAINTENANCE,2022-01-05 10:12 AM,FY22 - Tree Maintenance,105,105,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362948,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 10:27 AM,2022-02-04 10:27 AM,2022-04-01 12:00 PM,2022-05-06 12:00 PM,F,529N,"11718 ZARROLL DR, HOUSTON, TX, 77099","Trim Live Oak 14ft above street, 8ft over sidewalk,  8ft over roof and balance crown.",TREEMAINTENANCE,2022-01-05 10:27 AM,FY22 - Tree Maintenance,115,115,Invoice #127873.,"2, ZONE",0,,00 - Work completed.,,,
362949,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 10:36 AM,2022-02-04 10:36 AM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529N,"11714 ZARROLL DR, HOUSTON, TX, 77099","Trim private Live Oak 14ft above street, 8ft over sidewalk and balance crown. ",TREEMAINTENANCE,2022-01-05 10:36 AM,FY22 - Tree Maintenance,105,105,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362950,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 10:49 AM,2022-02-04 10:49 AM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529N,"11715 ZARROLL DR, HOUSTON, TX, 77099","Trim Live Oak 14ft above street,  8ft over sidewalk and 8ft over roof and balance crown. ",TREEMAINTENANCE,2022-01-05 10:49 AM,FY22 - Tree Maintenance,105,105,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362951,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 10:58 AM,2022-02-04 10:58 AM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529N,"11706 ZARROLL DR, HOUSTON, TX, 77099","Trim Live Oak 14ft above street, 8ft over sidewalk and roof and balance crown. ",TREEMAINTENANCE,2022-01-05 10:58 AM,FY22 - Tree Maintenance,131,131,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362952,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 11:10 AM,2022-02-04 11:10 AM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529P,"11639 ZARROLL DR, HOUSTON, TX, 77099",Trim private Water Oak 14ft above street and 8ft over sidewalk. ,TREEMAINTENANCE,2022-01-05 11:10 AM,FY22 - Tree Maintenance,89,89,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362953,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 11:20 AM,2022-02-04 11:20 AM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529P,"11634 ZARROLL DR, HOUSTON, TX, 77099","Trim private Live Oak 14ft above street, 8ft over sidewalk and balance crown. ",TREEMAINTENANCE,2022-01-05 11:20 AM,FY22 - Tree Maintenance,115,115,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362954,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2022-01-05 11:30 AM,2022-02-04 11:30 AM,,2022-03-16 12:00 PM,F,528H,"12430 BEAR VALLEY DR, HOUSTON, TX, 77072",Trim 2 Live Oaks in front of property 14ft above street and 8ft over sidewalk ,TREEMAINTENANCE,2022-01-05 11:30 AM,,147,147,,"2, ZONE",0,,00 - Work completed.,,,
362955,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 11:35 AM,2022-02-04 11:35 AM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529P,"11619 ZARROLL DR, HOUSTON, TX, 77099","Trim private Live Oak 14ft above street,  8ft over sidewalk and balance crown.",TREEMAINTENANCE,2022-01-05 11:35 AM,FY22 - Tree Maintenance,105,105,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362956,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2022-01-05 11:44 AM,2022-02-04 11:44 AM,,2022-03-16 12:00 PM,F,528H,"12422 BEAR VALLEY DR, HOUSTON, TX, 77072",Trim 3 Live Oaks by sidewalk 14ft above street and 8ft over sidewalk. ,TREEMAINTENANCE,2022-01-05 11:44 AM,,220,220,,"2, ZONE",0,,00 - Work completed.,,,
362957,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2022-01-05 11:57 AM,2022-02-04 11:57 AM,,2022-03-16 12:00 PM,F,528H,"12519 BEAR VALLEY DR, HOUSTON, TX, 77072",Trim 2 Live Oaks 14ft above street and 8ft over sidewalk. 1 Oak in front of address and the other across street. ,TREEMAINTENANCE,2022-01-05 11:57 AM,,147,147,,"2, ZONE",0,,00 - Work completed.,,,
362958,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 11:59 AM,2022-02-04 11:59 AM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529P,"11607 ZARROLL DR, HOUSTON, 77099","Trim Water Oak 14ft above street, 8ft over sidewalk, remove deadwood and balance crown.",TREEMAINTENANCE,2022-01-05 11:59 AM,FY22 - Tree Maintenance,73,73,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362959,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2022-01-05 12:52 PM,2022-01-06 12:52 PM,,2022-01-10 10:09 AM,I,535E,"7008 SCHLEY ST, HOUSTON, TX, 77087","Remove one 14"" hazardous Palm tree in front of the address. Low priority ",TREEMAINTENANCE,2022-01-05 12:52 PM,,89,89,"From Request 185195:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-01-03T12:44:35.786-06:00 Dynamic365 Case Id : 2200305545
  Comments: Entered C","5, ZONE",0,185195,00 - Work completed.,Tree Trim,Tree Trim Inspection,3
362960,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 01:23 PM,2022-02-04 01:23 PM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529P,"8619 BELLE PARK DR, HOUSTON, TX, 77099","Trim private Live Oak 14ft above street,  8ft  over  sidewalk  and  balance  crown. ",TREEMAINTENANCE,2022-01-05 01:23 PM,FY22 - Tree Maintenance,115,115,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362961,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 01:31 PM,2022-02-04 01:31 PM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529P,"11603 ZARROLL DR, HOUSTON, TX, 77099","Trim Cedar Elm on the Belle Park Dr. Right-of-way 14ft above the, 8ft over sidewalk and balance crown.",TREEMAINTENANCE,2022-01-05 01:31 PM,FY22 - Tree Maintenance,105,105,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362962,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 01:46 PM,2022-02-04 01:46 PM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529P,"8635 BELLE PARK DR, HOUSTON, TX, 77099","Trim Live Oak 14ft above street, 8ft over sidewalk and balance crown. ",TREEMAINTENANCE,2022-01-05 01:46 PM,FY22 - Tree Maintenance,105,105,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362963,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 01:57 PM,2022-02-04 01:57 PM,2022-04-01 12:00 PM,2022-04-19 12:00 PM,F,529P,"11603 LIMA DR, HOUSTON, TX, 77099","Trim Live Oak on the Belle Park  Dr  Right-of-way 14ft above the street, 8ft  over  sidewalk and  from roof  and balance crown.",TREEMAINTENANCE,2022-01-05 01:57 PM,FY22 - Tree Maintenance,105,105,Invoice #127211.,"2, ZONE",0,,00 - Work completed.,,,
362964,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-05 02:34 PM,2022-02-04 02:34 PM,,2022-03-29 09:46 PM,,528K,"13500 BONILLA LN, TX, 77083",Trim Live Oak at the corner of Bonilla and Eldridge 14ft above street and 8ft over sidewalk. ,TREEMAINTENANCE,2022-01-05 02:34 PM,,115,115,Work Order canceled. No work performed. Tree is outside City of Houston limits.,,0,,08 - Canceled. Work not approved by manager.,,,
362965,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2022-01-06 07:20 AM,2022-01-07 07:20 AM,,2022-01-11 01:10 PM,C,493P,2350 BAGBY ST,"Remove 19"" live oak with crack at base of tree and starting to uproot, near intersection of bagby and mcllhenny st, on mcllhenny high priority.",TREEMAINTENANCE,2022-01-06 07:20 AM,,157,157,Second attempt to remove this tree cars are packed under the,"2, ZONE",0,185221,00 - Work completed.,Tree Protection Rev,Tree Protection Review Inspection,7
362966,STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-06 08:09 AM,2023-01-06 08:09 AM,2022-04-01 12:00 PM,2022-11-17 12:00 PM,C,452W,1300 SEAMIST DR (JAYCEE PARK),Grind stump close to private fence.,TREEMAINTENANCE,2022-01-06 08:09 AM,FY23 - Tree Maintenance,210,210,Invoice#134254,"3, ZONE",0,185208,00 - Work completed.,Tree Removal,Tree Removal Inspection,1
362967,EMERGENCY REMOVAL BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2022-01-06 08:43 AM,2022-01-07 08:43 AM,2022-01-21 12:00 PM,2022-02-11 09:36 AM,E,336G,"1672 WOODLAND HILLS DR, KINGWOOD, TEXAS",Remove one dead Oak infront of the intersection WOODLAND HILLS & tangle lake at bike trail and remove one broken pine 100 ft north of that tree on the trail.,TREEMAINTENANCE,2022-01-06 08:43 AM,,477,477,"From Request 185211:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-01-04T23:17:49.641-06:00 Dynamic365 Case Id : 2200307631
  Comments: Pine tree","4, ZONE",0,185211,00 - Work completed.,Tree Trim,Tree Trim Inspection,1
362968,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-06 09:01 AM,2022-02-05 09:01 AM,2022-01-21 12:00 PM,2022-06-20 12:00 PM,E,336G,"1672 WOODLAND HILLS DR, KINGWOOD, TEXAS",Remove Four Dead pine trees in between bike trail and utility clearance around WOODLAND HILLS & Tangle lake intersection.,TREEMAINTENANCE,2022-01-06 09:01 AM,FY22 - Tree Maintenance,829,829,"From Request 185211:
  Code: Tree Trim
  Description: Tree Trim Inspection
  Details: PRD Service Request record is locked for tranhsfer to PRD-Cityworks Database at 2022-01-04T23:17:49.641-06:00 Dynamic365 Case Id : 2200307631
  Comments: Pine tree","4, ZONE",0,185211,00 - Work completed.,Tree Trim,Tree Trim Inspection,1
362969,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-06 09:22 AM,2022-02-05 09:22 AM,2022-04-01 12:00 PM,2022-05-24 12:00 PM,C,453S,2498 HARVARD ST,Trim private Live Oak on Harvard St 14ft above street.,TREEMAINTENANCE,2022-01-06 09:22 AM,,105,105,Citizen declined service work. Private tree. See email attached.,"3, ZONE",0,185219,03 - Canceled. Property owner refused service.,Tree Trim,Tree Trim Inspection,3
362970,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2022-01-06 10:38 AM,2022-01-16 10:38 AM,,2022-01-19 07:21 PM,F,529S,"12215 SPRING GROVE DR, HOUSTON, TX, 77099","Remove 1 less than 10"" dead palm.",TREEMAINTENANCE,2022-01-06 10:38 AM,,0,0,,"2, ZONE",0,,00 - Work completed.,,,
362971,STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-06 10:42 AM,2023-01-06 10:42 AM,2022-04-01 12:00 PM,2022-08-31 12:00 PM,F,529S,"12218 SPRING GROVE DR, HOUSTON, TX, 77099","Stump grind one 20"" Stump ",TREEMAINTENANCE,2022-01-06 10:42 AM,FY22 - Tree Maintenance,89,89,Invoice #131636.,"2, ZONE",0,,00 - Work completed.,,,
362972,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-06 12:35 PM,2022-02-05 12:35 PM,2022-04-01 12:00 PM,2022-09-03 12:00 PM,F,529F,"11543 NEFF ST, HOUSTON, TX, 77072","Remove and stump grind one 16"" hollow dangerous tree on Belle Park dr",TREEMAINTENANCE,2022-01-06 12:35 PM,FY24 - Prime Trees,231,231,Invoice #131858,"2, ZONE",0,,00 - Work completed by in-house or contractor.,,,
362973,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2022-01-06 12:54 PM,2022-01-16 12:54 PM,,2022-01-19 07:19 PM,F,529S,"12127 SPRING GROVE DR, HOUSTON, TX, 77099","Remove dead less than 10"" palm next to driveway.",TREEMAINTENANCE,2022-01-06 12:54 PM,,0,0,,"2, ZONE",0,,00 - Work completed.,,,
362974,STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2022-01-06 01:23 PM,2022-02-05 01:23 PM,2022-04-01 12:00 PM,2022-11-17 12:00 PM,C,451L,5126 W 43RD ST,Remove and grind stump of dead Pine by sidewalk in front of address.,TREEMAINTENANCE,2022-01-06 01:23 PM,FY23 - Tree Maintenance,89,89,Invoice#134254,"3, ZONE",0,185215,00 - Work completed.,Tree Removal,Tree Removal Inspection,3
362975,EMERGENCY TRIM BY IN-HOUSE,1,CLOSED,"UF, IN-HOUSE",2022-01-06 01:36 PM,2022-01-07 01:36 PM,,2022-01-07 09:57 AM,F,529S,"12210 FAIRPOINT DR, HOUSTON, TX, 77099","prune large broken branch leaning on another tree next to street, high priority  40"" ash",TREEMAINTENANCE,2022-01-06 01:36 PM,,131,131,,"2, ZONE",0,,00 - Work completed.,,,
362976,TREE/SEEDLING PLANTING,4,CLOSED,"UF, CONTRACTOR",2022-01-07 06:41 AM,2023-01-07 06:41 AM,,2022-01-07 12:00 PM,C,492V,1740 W MAIN ST,1 Oak,TREEPLANTING,2022-01-07 06:41 AM,,0,0,"From Request 185224:
  Code: Tree Protection Rev
  Description: Tree Protection Review Inspection
  Details: 
  Comments: Removal approved.","2, ZONE",0,185224,09 - Tree Portal entry completed.,Tree Protection Rev,Tree Protection Review Inspection,6
