WorkOrderId,Description,Priority,Status,Submit To,Proj Start Date,Proj Finish Date,Actual Start,Actual Finish,Shop,Map Page,Address,Location,Category,Date Initiated,Project,Total Cost,Labor Cost,Comments,Zone,Units Accomplished,Request Ids,Resolution,SR Problem Code,SR Description,SR Priority
354976,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-06 11:36 AM,2020-02-05 11:36 AM,2020-01-07 12:00 PM,2020-01-10 12:00 PM,H,495A, 7300 LAREDO ST&432 PORT ST," Trim 40"" Live Oak to clear stop sign obstruction and raise 14ft over street and 8ft over sidewalk.",TREEMAINTENANCE,2020-01-06 11:36 AM,FY20 - Tree Maintenance,131,131,inv 10148,"4, ZONE",0,168859,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354977,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-06 12:20 PM,2020-02-05 12:20 PM,2020-01-07 12:00 PM,2020-01-13 12:00 PM,B,415N,6302  MICOLLET ,"Clear streetlight obstruction by trimming a 32"" Water Oak on the Lear Right-of-way of 6302 Micollet.",TREEMAINTENANCE,2020-01-06 12:20 PM,FY20 - Tree Maintenance,105,105,inv 10148,"4, ZONE",0,168921,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354978,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-06 12:21 PM,2020-02-05 12:21 PM,2020-01-07 12:00 PM,2020-01-13 12:00 PM,C,493N,1400 FAIRVIEW AVE,Trim the 20inches oklv to clear the traffic lights and the vines on the pole to clear the signs ,TREEMAINTENANCE,2020-01-06 12:21 PM,FY20 - Tree Maintenance,89,89,inv 10148,"2, ZONE",0,169097,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354979,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-06 12:58 PM,2020-02-05 12:58 PM,2020-01-07 12:00 PM,2020-01-16 12:00 PM,B,454L,7117  PEACHTREE ,"Trim private 40"" Live Oak 14ft above street and 8ft above sidewalk at 7217 Peachtree.",TREEMAINTENANCE,2020-01-06 12:58 PM,FY20 - Tree Maintenance,131,131,inv 10508,"4, ZONE",0,168925,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354980,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-06 01:25 PM,2020-02-05 01:25 PM,2020-01-07 12:00 PM,2020-01-09 12:00 PM,H,453V, 800 ENGLISH ST & 5300 IRVINGTON BLVD,Trim two private 30+ Arizona Ashes to clear stop sign and trim 14ft over street and 8ft above sidewalk and clear streetlight.,TREEMAINTENANCE,2020-01-06 01:25 PM,FY20 - Tree Maintenance,231,231,inv 10148,"4, ZONE",0,169187,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354981,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2020-01-06 01:58 PM,2020-01-16 01:58 PM,,2020-01-28 12:00 PM,H,453Y,3815  IRVINGTON ,"Trim 6 oaks along the 700 block of Alber, across from a Industrial Supply 14ft above street and 8ft above sidewalk.",TREEMAINTENANCE,2020-01-06 01:58 PM,,371,371,printed,"4, ZONE",0,169098,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354982,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-07 09:33 AM,2020-02-06 09:33 AM,2020-01-07 12:00 PM,2020-01-10 12:00 PM,A,450W,1212 GESSNER RD,Trim the 20inches okps to clear streetlight pole #232801,TREEMAINTENANCE,2020-01-07 09:33 AM,FY20 - Tree Maintenance,89,89,inv 10148,"3, ZONE",0,169150,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354983,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-07 10:34 AM,2020-02-06 10:34 AM,2020-01-07 12:00 PM,2020-01-13 12:00 PM,B,375T,7023  PINETEX ,"Trim 2 private trees 1 45+"" Water Oak at 7023 Pinetex and a 34"" Sweetgum at 7018 Pinetex to clear streetlight obstruction.",TREEMAINTENANCE,2020-01-07 10:34 AM,FY20 - Tree Maintenance,241,241,INV 10149,"4, ZONE",0,168790,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354984,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-07 10:48 AM,2020-02-06 10:48 AM,2020-01-07 12:00 PM,2020-01-13 12:00 PM,B,375T,14830  HICKORYTEX ,"Trim private 34"" Live Oak 14ft above street and 8ft above sidewalk and balance crown.",TREEMAINTENANCE,2020-01-07 10:48 AM,FY20 - Tree Maintenance,105,105,INV 10149,"4, ZONE",0,169048,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354985,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-07 10:57 AM,2020-02-06 10:57 AM,2020-01-07 12:00 PM,2020-01-10 12:00 PM,A,450S,10200 TIGER TRL,Trim the trees on Tiger trail between GESSNER and Sadowdale,TREEMAINTENANCE,2020-01-07 10:57 AM,FY20 - Tree Maintenance,3043,3043,inv 10148,"3, ZONE",0,168979,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354986,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-07 12:03 PM,2020-02-06 12:03 PM,2020-01-07 12:00 PM,2020-01-13 12:00 PM,B,373W,423 COUNTY FAIR ," Clear streetlight obstruction at two address 1 at 423 trim 45+ Arizona Ash  and at 406 trim a 40"" Live Oak. Both private.",TREEMAINTENANCE,2020-01-07 12:03 PM,FY20 - Tree Maintenance,267,267,INV 10149,"4, ZONE",0,169177,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354987,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-07 12:25 PM,2020-02-06 12:25 PM,2020-01-09 12:00 PM,2020-01-16 12:00 PM,B,372Z,102  BUCKBOARD ,Prune Arborvitae to remove obstruction of traffic sign at 102 Buckboard.,TREEMAINTENANCE,2020-01-07 12:25 PM,FY20 - Tree Maintenance,73,73,inv 10225,"4, ZONE",0,169307,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354989,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-07 01:32 PM,2020-02-06 01:32 PM,2020-01-09 12:00 PM,2020-01-16 12:00 PM,B,454D,9918  SHADY DR. ,"Trim two Water Oaks 14ft above street and 8ft above sidewalk and balance crown, one private at (9940 ) and on across from 9914.",TREEMAINTENANCE,2020-01-07 01:32 PM,FY20 - Tree Maintenance,225,225,inv 10225,"4, ZONE",0,169311,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354990,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-08 08:03 AM,2020-02-07 08:03 AM,2020-01-09 12:00 PM,2020-01-27 12:00 PM,D,576S, 10528 ALDIS ST&9800 CAFFREY ST,"Trim private 40"" Arizona Ash, so it does not obstruct stop sign visibility when it leaf's out and prune 14ft over street and 8ft above sidewalk and balance crown.",TREEMAINTENANCE,2020-01-08 08:03 AM,FY20 - Tree Maintenance,131,131,inv 10510,"6, ZONE",0,168903,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354991,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2020-01-08 09:34 AM,2020-01-18 09:34 AM,,2020-01-27 12:00 PM,B,451D,4502 FALLEN OAKS DR,Trim the 4 cherry Laurel to clear the stop sign ,TREEMAINTENANCE,2020-01-08 09:34 AM,,247,247,printed,"3, ZONE",0,169025,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354992,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2020-01-08 09:59 AM,2020-01-18 09:59 AM,,2020-01-08 12:00 PM,D,574N, 12400 MARTIN LUTHER KING BLVD&5400 E OREM DR," Remove  ten shrub stems encroaching into roadway and creating a view obstruction., forester removed obstruction during site inspection.",TREEMAINTENANCE,2020-01-08 09:59 AM,,619,619,Peter completed tree trimming  on-site.,"6, ZONE",0,168934,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354993,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-08 10:33 AM,2020-02-07 10:33 AM,2020-01-09 12:00 PM,2020-01-16 12:00 PM,H,493E,1031 STUDE ST,Trim the trees by the swimming pool clear the fence 8feet and trim for aesthetics ,TREEMAINTENANCE,2020-01-08 10:33 AM,FY20 - Tree Maintenance,449,449,INV 10341,"3, ZONE",0,169431,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354994,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2020-01-08 10:37 AM,2020-01-18 10:37 AM,,2020-01-13 12:00 PM,D,534W,5703 NORTHRIDGE DR,Trim private multistem Crepe Myrtle at 5703 Northridge to clear stop sign obstruction.,TREEMAINTENANCE,2020-01-08 10:37 AM,,619,619,printed,"6, ZONE",0,169010,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354995,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-08 11:00 AM,2020-02-07 11:00 AM,2020-01-09 12:00 PM,2020-01-31 12:00 PM,H,493F,1707 COLORADO ST,Remove the 30inches chbr tree is leaning toward the street and is holding by the utility wires trunk is rooted and have a hole ,TREEMAINTENANCE,2020-01-08 11:00 AM,FY20 - Tree Maintenance,582,582,INV 10510,"2, ZONE",0,169232,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354996,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-08 11:04 AM,2020-02-07 11:04 AM,2020-01-09 12:00 PM,2020-02-27 12:00 PM,I,534V,6847  KINGSWAY ,Remove broken and hanging from a 45+ Water Oak at 6847 Kingsway.,TREEMAINTENANCE,2020-01-08 11:04 AM,FY20 - Tree Maintenance,136,136,INV 10510,"6, ZONE",0,169017,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354997,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-08 12:35 PM,2020-02-07 12:35 PM,2020-01-09 12:00 PM,2020-01-16 12:00 PM,I,495W, 500 73RD ST&7300 AVENUE F,"Trim 26"" American Elm to clear stop sign obstruction and prune 14ft over street and 8ft over sidewalk and balance crown.",TREEMAINTENANCE,2020-01-08 12:35 PM,FY20 - Tree Maintenance,94,94,INV 10341,"5, ZONE",0,169003,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354998,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-09 09:09 AM,2020-02-08 09:09 AM,2020-01-09 12:00 PM,2020-01-21 12:00 PM,K,571Y,15800 PARK MANOR ST,Trim the trees on the esplanade trim 14feet on the street and 8feet on the esplanade ,TREEMAINTENANCE,2020-01-09 09:09 AM,FY20 - Tree Maintenance,315,315,INV 10341,"7, ZONE",0,169234,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
354999,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-09 09:51 AM,2020-02-08 09:51 AM,2020-01-09 12:00 PM,2020-01-21 12:00 PM,K,570D,11702 BRAEWICK DR,Trim the 30inches oklv 14feet over the street and 8feet on the sidewalk ,TREEMAINTENANCE,2020-01-09 09:51 AM,FY20 - Tree Maintenance,105,105,INV 10341,"7, ZONE",0,169201,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355000,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-09 11:07 AM,2020-02-08 11:07 AM,2020-01-09 12:00 PM,2020-02-18 12:00 PM,C,531U,4943 WIGTON DR,Remove two 30inches dead okwl 1 is completely dead and the other have a rotten trunk and limbs are already started to fall on the street ,TREEMAINTENANCE,2020-01-09 11:07 AM,FY20 - Tree Maintenance,1165,1165,inv - 10972,"7, ZONE",0,169518,00 - Work completed.,Tree Removal,Tree Removal Inspection,0
355001,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-09 12:20 PM,2020-02-08 12:20 PM,2020-01-10 12:00 PM,2020-01-15 12:00 PM,D,533L,6618 SHERWOOD DR,Trim the 30inches private okwl 14feet over the street ,TREEMAINTENANCE,2020-01-09 12:20 PM,FY20 - Tree Maintenance,105,105,inv 10227,"6, ZONE",0,169019,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355002,REMOVAL BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-09 12:56 PM,2020-02-08 12:56 PM,2020-01-10 12:00 PM,2020-01-15 12:00 PM,D,533G,3702 GRIGGS RD,Remove the 15inches dead lmcd tree bark is peeling off the tree and limbs are fallen on the driveway ,TREEMAINTENANCE,2020-01-09 12:56 PM,FY20 - Tree Maintenance,157,157,inv 10227,"6, ZONE",0,169055,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355003,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-09 01:29 PM,2020-02-08 01:29 PM,2020-01-10 12:00 PM,2020-01-15 12:00 PM,D,493U,2911  LA BRANCH ,"Trim 7 Live Oaks 14ft above street, 8ft over sidewalk and 8ft from structure on the odd side of La Branch street between Taum and Anita.",TREEMAINTENANCE,2020-01-09 01:29 PM,FY20 - Tree Maintenance,593,593,inv 10225,"2, ZONE",0,169143,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355004,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-09 01:56 PM,2020-02-08 01:56 PM,2020-01-10 12:00 PM,2020-01-15 12:00 PM,D,493Y, 2500 ELGIN ST & 3200 LIVE OAK,"Trim private 20"" American Elm on vacant lot adjacent to 2516 Elgin to clear obstruction of traffic light and prune 14ft over street and 8ft over sidewalk.",TREEMAINTENANCE,2020-01-09 01:56 PM,FY20 - Tree Maintenance,89,89,inv 10225,"6, ZONE",0,169226,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355005,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-09 02:15 PM,2020-02-08 02:15 PM,2020-01-10 12:00 PM,2020-01-15 12:00 PM,D,493Y, 2500 ELGIN ST & 3200 LIVE OAK ,"Trim 40"" private Pecan near intersection of Elgin/St Charles, se photo.",TREEMAINTENANCE,2020-01-09 02:15 PM,FY20 - Tree Maintenance,131,131,inv 10225,"6, ZONE",0,169226,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355006,REMOVAL & STUMP GRINDING BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-10 06:53 AM,2020-02-09 06:53 AM,2020-01-10 12:00 PM,2020-01-16 12:00 PM,I,493R, 600 CRAWFORD ST & 1600 TEXAS ST,Remove and  stump 3 marked dead Oaks along Texas between Austin and Hamilton.,TREEMAINTENANCE,2020-01-10 06:53 AM,FY20 - Tree Maintenance,750,750,inv 10225,"1, ZONE",0,169196,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355007,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-10 07:34 AM,2020-02-09 07:34 AM,2020-01-10 12:00 PM,2020-01-16 12:00 PM,I,493R, 600 CRAWFORD ST & 1600 TEXAS ST,Trim 36 marked Oaks along Texas between Austin and Hamilton 14ft over street/8ft over sidewalk and 8ft from building/roof and clear streetlights as needed.,TREEMAINTENANCE,2020-01-10 07:34 AM,FY20 - Tree Maintenance,2977,2977,inv 10225,"1, ZONE",0,169196,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355008,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-10 07:51 AM,2020-02-09 07:51 AM,2020-01-10 12:00 PM,2020-01-15 12:00 PM,B,452C,6411 W MONTGOMERY RD,Trim the 20inch and 15inch private Oak trees 14feet over the street ,TREEMAINTENANCE,2020-01-10 07:51 AM,FY20 - Tree Maintenance,262,262,inv 10225,"3, ZONE",0,169247,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355009,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2020-01-10 09:20 AM,2020-01-20 09:20 AM,,2020-01-27 12:00 PM,C,452Z,303 W 13TH ST,Trim the laugustrium tree to clear the obstruction of the uncommon traffic ,TREEMAINTENANCE,2020-01-10 09:20 AM,,84,84,printed,"3, ZONE",0,169169,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355010,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-10 10:25 AM,2020-02-09 10:25 AM,2020-01-10 12:00 PM,2020-01-16 12:00 PM,E,618Q,1227  BAY AREA ,"Trim a 30"" Live Oak 14ft over street, 8ft over sidewalk and 8ft over roof and balance crown.",TREEMAINTENANCE,2020-01-10 10:25 AM,FY20 - Tree Maintenance,105,105,inv 10227,"5, ZONE",0,169144,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355011,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-10 10:30 AM,2020-02-09 10:30 AM,2020-01-10 12:00 PM,2020-05-20 12:00 PM,E,618Q,1227  BAY AREA , Trim 2 Live Oaks 14ft over street and 8ft over sidewalk and balance crown.,TREEMAINTENANCE,2020-01-10 10:30 AM,FY20 - Tree Maintenance,194,194,WO 355011 INV 10227,"5, ZONE",0,169144,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355012,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-10 11:03 AM,2020-02-09 11:03 AM,2020-01-10 12:00 PM,2020-01-16 12:00 PM,E,617H,1415  AMBER KNOLL ,"Trim four 22"" Live Oaks 2 in front of 1415 and 2 in front of 1411 Amber Knoll Ct,  14ft over street and 8ft over sidewalk. ",TREEMAINTENANCE,2020-01-10 11:03 AM,FY20 - Tree Maintenance,357,357,inv 10227,"5, ZONE",0,169199,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355013,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-10 11:22 AM,2020-02-09 11:22 AM,2020-01-10 12:00 PM,2020-01-16 12:00 PM,E,617H,1439  BASSWOOD SPRINGS ,"Trim 14"" Red Oak to remove streetlight obstruction.",TREEMAINTENANCE,2020-01-10 11:22 AM,FY20 - Tree Maintenance,73,73,inv 10227,"5, ZONE",0,169124,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355014,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-10 11:56 AM,2020-02-09 11:56 AM,2020-01-17 12:00 PM,2020-01-27 12:00 PM,D,616B,11110  SAGEWILLOW ,"Trim 24"" Arizona Ash 14ft over street and 8ft over sidewalk and balance crown at 1110 Sagewillow.",TREEMAINTENANCE,2020-01-10 11:56 AM,FY20 - Tree Maintenance,89,89,inv 10510,"6, ZONE",0,169317,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355015,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-10 12:33 PM,2020-02-09 12:33 PM,2020-01-17 12:00 PM,2020-02-27 12:00 PM,E,577N,321  GENOA RED BLUFF ,"Remove broken and hanging from 28"" Live Oak at 321 Genoa Red Bluff. ",TREEMAINTENANCE,2020-01-10 12:33 PM,FY20 - Tree Maintenance,94,94,inv 10510,"5, ZONE",0,170033,00 - Work completed.,Tree Trim,Tree Trim Inspection,1
355016,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-10 01:57 PM,2020-02-09 01:57 PM,2020-01-17 12:00 PM,2020-01-21 12:00 PM,I,535K,8201 BROCKTON ,"Trim city 30"" Willow Oak 14ft above street and 8ft above sidewalk.",TREEMAINTENANCE,2020-01-10 01:57 PM,FY20 - Tree Maintenance,105,105,INV 10341,"5, ZONE",0,169131,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355017,INSPECTION,0,CLOSED,"UF, IN-HOUSE",2020-01-10 12:00 AM,2020-02-09 12:00 AM,,2020-02-25 10:38 AM,D,533B,"5830  ALMEDA , , HOUSTON, TX, 77004",,,2020-01-10 08:10 PM,,0,0,Service Request was either submitted to the wrong queue in Lagan or did not interface properly.,,0,,14 - Canceled. Invalid interface from Lagan.,,,
355020,INSPECTION,0,CLOSED,"UF, IN-HOUSE",2020-01-12 12:00 AM,2020-02-11 12:00 AM,,2020-02-25 10:38 AM,C,493W,"1110  BANKS , , HOUSTON, TX, 77006",,,2020-01-12 03:13 PM,,0,0,Service Request was either submitted to the wrong queue in Lagan or did not interface properly.,,0,,14 - Canceled. Invalid interface from Lagan.,,,
355023,TREE/SEEDLING PLANTING,5,CLOSED,"UF - BURKES, JEREMY",2020-01-13 06:24 AM,2021-01-12 06:24 AM,,2020-01-13 12:00 PM,D,573L,11800 SCOTT ST (CLOVERLAND PARK),Auger holes at Cloverland Park for tree planting. ,TREEPLANTING,2020-01-13 06:24 AM,,0,0,"Species mix: Red Maple, Southern Magnolia, Shumard Oak, Burk Oak, American Sycamore.","6, ZONE",0,170084,00 - Work completed.,Tree Protection Rev,Tree Protection Review Inspection,0
355024,TRIM BY CONTRACTOR,3,CLOSED,"UF, CONTRACTOR",2020-01-13 09:07 AM,2020-02-12 09:07 AM,2020-01-17 12:00 PM,2020-01-27 12:00 PM,D,574A,5634  WOODGREEN ,"Trim 38"" private Pecan 14ft above street and 8ft above sidewalk and 8ft from building and balance crown. ",TREEMAINTENANCE,2020-01-13 09:07 AM,FY20 - Tree Maintenance,115,115,INV 10510,"6, ZONE",0,169296,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
355025,REMOVAL BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2020-01-13 10:05 AM,2020-01-23 10:05 AM,,2020-01-22 12:00 PM,C,492Z,2012 WROXTON RD,Remove the dead 00inch okwl ,TREEMAINTENANCE,2020-01-13 10:05 AM,,0,0,printed,"7, ZONE",0,169526,00 - Work completed.,Tree Removal,Tree Removal Inspection,0
355026,TRIM BY IN-HOUSE,2,CLOSED,"UF, IN-HOUSE",2020-01-13 10:22 AM,2020-01-23 10:22 AM,,2020-01-29 12:00 PM,D,534J,4901 GRIGGS RD,Trim two palms in front of 4901 Griggs Road to clear sidewalk and view obstruction.,TREEMAINTENANCE,2020-01-13 10:22 AM,,61,61,printed,"6, ZONE",0,169096,00 - Work completed.,Tree Trim,Tree Trim Inspection,0
